codigo_dane,municipio,subregion,periodo,ano_inicio,ano_fin,clase,hectareas,hectareas_anuales,fuente,estimado
05837,Turbo,Centro,2006-2008,2006,2008,No Bosque Estable,217200.47,108600.24,shapefile,False
05837,Turbo,Centro,2006-2008,2006,2008,Sin Información,102.35,51.18,shapefile,False
05842,Uramita,Nutibara,2006-2008,2006,2008,Bosque Estable,4576.52,2288.26,shapefile,False
05842,Uramita,Nutibara,2006-2008,2006,2008,Deforestación,14.61,7.3,shapefile,False
05842,Uramita,Nutibara,2006-2008,2006,2008,No Bosque Estable,21973.39,10986.7,shapefile,False
05847,Urrao,Urrao,2006-2008,2006,2008,Bosque Estable,167708.99,83854.5,shapefile,False
05847,Urrao,Urrao,2006-2008,2006,2008,Deforestación,167.73,83.86,shapefile,False
05847,Urrao,Urrao,2006-2008,2006,2008,No Bosque Estable,78518.3,39259.15,shapefile,False
05847,Urrao,Urrao,2006-2008,2006,2008,Sin Información,7866.9,3933.45,shapefile,False
05873,Vigía del Fuerte,Atrato,2006-2008,2006,2008,Bosque Estable,141182.64,70591.32,shapefile,False
05873,Vigía del Fuerte,Atrato,2006-2008,2006,2008,Deforestación,9.27,4.64,shapefile,False
05873,Vigía del Fuerte,Atrato,2006-2008,2006,2008,No Bosque Estable,15646.07,7823.04,shapefile,False
05873,Vigía del Fuerte,Atrato,2006-2008,2006,2008,Regeneración,0.85,0.42,shapefile,False
05873,Vigía del Fuerte,Atrato,2006-2008,2006,2008,Sin Información,8603.5,4301.75,shapefile,False
05004,Abriaquí,Nutibara,2008-2010,2008,2010,Bosque Estable,13429.01,6714.5,shapefile,False
05004,Abriaquí,Nutibara,2008-2010,2008,2010,Deforestación,2.95,1.48,shapefile,False
05004,Abriaquí,Nutibara,2008-2010,2008,2010,No Bosque Estable,16225.36,8112.68,shapefile,False
05004,Abriaquí,Nutibara,2008-2010,2008,2010,Sin Información,5.67,2.84,shapefile,False
05045,Apartadó,Centro,2008-2010,2008,2010,Bosque Estable,17452.83,8726.42,shapefile,False
05045,Apartadó,Centro,2008-2010,2008,2010,Deforestación,102.76,51.38,shapefile,False
05045,Apartadó,Centro,2008-2010,2008,2010,No Bosque Estable,35406.96,17703.48,shapefile,False
05045,Apartadó,Centro,2008-2010,2008,2010,Sin Información,318.51,159.26,shapefile,False
05051,Arboletes,Caribe,2008-2010,2008,2010,Bosque Estable,955.42,477.71,shapefile,False
05051,Arboletes,Caribe,2008-2010,2008,2010,Deforestación,23.54,11.77,shapefile,False
05051,Arboletes,Caribe,2008-2010,2008,2010,No Bosque Estable,73086.2,36543.1,shapefile,False
05147,Carepa,Centro,2008-2010,2008,2010,Bosque Estable,5970.39,2985.2,shapefile,False
05147,Carepa,Centro,2008-2010,2008,2010,Deforestación,351.2,175.6,shapefile,False
05147,Carepa,Centro,2008-2010,2008,2010,No Bosque Estable,31921.13,15960.56,shapefile,False
05147,Carepa,Centro,2008-2010,2008,2010,Sin Información,121.0,60.5,shapefile,False
05138,Cañasgordas,Nutibara,2008-2010,2008,2010,Bosque Estable,11992.56,5996.28,shapefile,False
05138,Cañasgordas,Nutibara,2008-2010,2008,2010,Deforestación,7.91,3.96,shapefile,False
05138,Cañasgordas,Nutibara,2008-2010,2008,2010,No Bosque Estable,24444.7,12222.35,shapefile,False
05172,Chigorodó,Centro,2008-2010,2008,2010,Bosque Estable,20348.55,10174.28,shapefile,False
05172,Chigorodó,Centro,2008-2010,2008,2010,Deforestación,141.73,70.86,shapefile,False
05172,Chigorodó,Centro,2008-2010,2008,2010,No Bosque Estable,49601.15,24800.58,shapefile,False
05172,Chigorodó,Centro,2008-2010,2008,2010,Sin Información,370.27,185.14,shapefile,False
05234,Dabeiba,Nutibara,2008-2010,2008,2010,Bosque Estable,144140.15,72070.08,shapefile,False
05234,Dabeiba,Nutibara,2008-2010,2008,2010,Deforestación,153.79,76.9,shapefile,False
05234,Dabeiba,Nutibara,2008-2010,2008,2010,No Bosque Estable,49145.68,24572.84,shapefile,False
05234,Dabeiba,Nutibara,2008-2010,2008,2010,Regeneración,1.66,0.83,shapefile,False
05234,Dabeiba,Nutibara,2008-2010,2008,2010,Sin Información,1480.94,740.47,shapefile,False
05284,Frontino,Nutibara,2008-2010,2008,2010,Bosque Estable,92525.96,46262.98,shapefile,False
05284,Frontino,Nutibara,2008-2010,2008,2010,Deforestación,80.69,40.34,shapefile,False
05284,Frontino,Nutibara,2008-2010,2008,2010,No Bosque Estable,45020.08,22510.04,shapefile,False
05284,Frontino,Nutibara,2008-2010,2008,2010,Sin Información,598.73,299.36,shapefile,False
05306,Giraldo,Nutibara,2008-2010,2008,2010,Bosque Estable,1317.01,658.5,shapefile,False
05306,Giraldo,Nutibara,2008-2010,2008,2010,Deforestación,0.97,0.48,shapefile,False
05306,Giraldo,Nutibara,2008-2010,2008,2010,No Bosque Estable,8014.02,4007.01,shapefile,False
05475,Murindó,Atrato,2008-2010,2008,2010,Bosque Estable,106667.9,53333.95,shapefile,False
05475,Murindó,Atrato,2008-2010,2008,2010,Deforestación,189.09,94.54,shapefile,False
05475,Murindó,Atrato,2008-2010,2008,2010,No Bosque Estable,14345.85,7172.92,shapefile,False
05475,Murindó,Atrato,2008-2010,2008,2010,Sin Información,3690.52,1845.26,shapefile,False
05480,Mutatá,Centro,2008-2010,2008,2010,Bosque Estable,66621.05,33310.52,shapefile,False
05480,Mutatá,Centro,2008-2010,2008,2010,Deforestación,558.14,279.07,shapefile,False
05480,Mutatá,Centro,2008-2010,2008,2010,No Bosque Estable,36583.49,18291.74,shapefile,False
05480,Mutatá,Centro,2008-2010,2008,2010,Sin Información,2125.48,1062.74,shapefile,False
05490,Necoclí,Caribe,2008-2010,2008,2010,Bosque Estable,18852.71,9426.36,shapefile,False
05490,Necoclí,Caribe,2008-2010,2008,2010,Deforestación,231.62,115.81,shapefile,False
05490,Necoclí,Caribe,2008-2010,2008,2010,No Bosque Estable,105795.64,52897.82,shapefile,False
05490,Necoclí,Caribe,2008-2010,2008,2010,Sin Información,132.09,66.04,shapefile,False
05543,Peque,Nutibara,2008-2010,2008,2010,Bosque Estable,14212.59,7106.3,shapefile,False
05543,Peque,Nutibara,2008-2010,2008,2010,Deforestación,9.86,4.93,shapefile,False
05543,Peque,Nutibara,2008-2010,2008,2010,No Bosque Estable,29095.91,14547.96,shapefile,False
05543,Peque,Nutibara,2008-2010,2008,2010,Sin Información,37.81,18.9,shapefile,False
05659,San Juan de Urabá,Caribe,2008-2010,2008,2010,Bosque Estable,229.95,114.98,shapefile,False
05659,San Juan de Urabá,Caribe,2008-2010,2008,2010,No Bosque Estable,24852.5,12426.25,shapefile,False
05665,San Pedro de Urabá,Caribe,2008-2010,2008,2010,Bosque Estable,1443.83,721.92,shapefile,False
05665,San Pedro de Urabá,Caribe,2008-2010,2008,2010,Deforestación,23.96,11.98,shapefile,False
05665,San Pedro de Urabá,Caribe,2008-2010,2008,2010,No Bosque Estable,55045.7,27522.85,shapefile,False
05665,San Pedro de Urabá,Caribe,2008-2010,2008,2010,Sin Información,2.41,1.2,shapefile,False
05837,Turbo,Centro,2008-2010,2008,2010,Bosque Estable,69595.93,34797.96,shapefile,False
05837,Turbo,Centro,2008-2010,2008,2010,Deforestación,724.5,362.25,shapefile,False
05837,Turbo,Centro,2008-2010,2008,2010,No Bosque Estable,217377.54,108688.77,shapefile,False
05837,Turbo,Centro,2008-2010,2008,2010,Sin Información,950.31,475.16,shapefile,False
05842,Uramita,Nutibara,2008-2010,2008,2010,Bosque Estable,4638.36,2319.18,shapefile,False
05842,Uramita,Nutibara,2008-2010,2008,2010,Deforestación,2.62,1.31,shapefile,False
05842,Uramita,Nutibara,2008-2010,2008,2010,No Bosque Estable,21923.54,10961.77,shapefile,False
05847,Urrao,Urrao,2008-2010,2008,2010,Bosque Estable,172128.0,86064.0,shapefile,False
05847,Urrao,Urrao,2008-2010,2008,2010,Deforestación,247.29,123.64,shapefile,False
05847,Urrao,Urrao,2008-2010,2008,2010,No Bosque Estable,78189.7,39094.85,shapefile,False
05847,Urrao,Urrao,2008-2010,2008,2010,Sin Información,3696.99,1848.5,shapefile,False
05873,Vigía del Fuerte,Atrato,2008-2010,2008,2010,Bosque Estable,143721.7,71860.85,shapefile,False
05873,Vigía del Fuerte,Atrato,2008-2010,2008,2010,Deforestación,68.74,34.37,shapefile,False
05873,Vigía del Fuerte,Atrato,2008-2010,2008,2010,No Bosque Estable,15718.95,7859.48,shapefile,False
05873,Vigía del Fuerte,Atrato,2008-2010,2008,2010,Sin Información,5934.82,2967.41,shapefile,False
05004,Abriaquí,Nutibara,2010-2012,2010,2012,Deforestación,74.44,37.22,estimado-calibrado-rat,True
05045,Apartadó,Centro,2010-2012,2010,2012,Deforestación,88.39,44.2,estimado-calibrado-rat,True
05051,Arboletes,Caribe,2010-2012,2010,2012,Deforestación,31.85,15.92,estimado-calibrado-rat,True
05147,Carepa,Centro,2010-2012,2010,2012,Deforestación,158.57,79.28,estimado-calibrado-rat,True
05138,Cañasgordas,Nutibara,2010-2012,2010,2012,Deforestación,198.37,99.18,estimado-calibrado-rat,True
05172,Chigorodó,Centro,2010-2012,2010,2012,Deforestación,149.01,74.5,estimado-calibrado-rat,True
05234,Dabeiba,Nutibara,2010-2012,2010,2012,Deforestación,331.11,165.56,estimado-calibrado-rat,True
05284,Frontino,Nutibara,2010-2012,2010,2012,Deforestación,290.87,145.44,estimado-calibrado-rat,True
05306,Giraldo,Nutibara,2010-2012,2010,2012,Deforestación,15.69,7.84,estimado-calibrado-rat,True
05475,Murindó,Atrato,2010-2012,2010,2012,Deforestación,95.27,47.64,estimado-calibrado-rat,True
05480,Mutatá,Centro,2010-2012,2010,2012,Deforestación,270.38,135.19,estimado-calibrado-rat,True
05490,Necoclí,Caribe,2010-2012,2010,2012,Deforestación,154.66,77.33,estimado-calibrado-rat,True
05543,Peque,Nutibara,2010-2012,2010,2012,Deforestación,52.86,26.43,estimado-calibrado-rat,True
05659,San Juan de Urabá,Caribe,2010-2012,2010,2012,Deforestación,2.83,1.42,estimado-calibrado-rat,True
05665,San Pedro de Urabá,Caribe,2010-2012,2010,2012,Deforestación,14.96,7.48,estimado-calibrado-rat,True
05837,Turbo,Centro,2010-2012,2010,2012,Deforestación,773.75,386.88,estimado-calibrado-rat,True
05842,Uramita,Nutibara,2010-2012,2010,2012,Deforestación,113.82,56.91,estimado-calibrado-rat,True
05847,Urrao,Urrao,2010-2012,2010,2012,Deforestación,268.19,134.1,estimado-calibrado-rat,True
05873,Vigía del Fuerte,Atrato,2010-2012,2010,2012,Deforestación,49.88,24.94,estimado-calibrado-rat,True
05004,Abriaquí,Nutibara,2012-2013,2012,2013,Bosque Estable,13505.37,13505.37,raster,False
05004,Abriaquí,Nutibara,2012-2013,2012,2013,Deforestación,87.29,87.29,raster,False
05004,Abriaquí,Nutibara,2012-2013,2012,2013,No Bosque Estable,16085.67,16085.67,raster,False
05004,Abriaquí,Nutibara,2012-2013,2012,2013,Sin Información,5.95,5.95,raster,False
05045,Apartadó,Centro,2012-2013,2012,2013,Bosque Estable,18613.45,18613.45,raster,False
05045,Apartadó,Centro,2012-2013,2012,2013,Deforestación,54.01,54.01,raster,False
05045,Apartadó,Centro,2012-2013,2012,2013,No Bosque Estable,34595.66,34595.66,raster,False
05045,Apartadó,Centro,2012-2013,2012,2013,Sin Información,54.01,54.01,raster,False
05051,Arboletes,Caribe,2012-2013,2012,2013,Bosque Estable,783.81,783.81,raster,False
05051,Arboletes,Caribe,2012-2013,2012,2013,Deforestación,26.21,26.21,raster,False
05051,Arboletes,Caribe,2012-2013,2012,2013,No Bosque Estable,73299.74,73299.74,raster,False
05051,Arboletes,Caribe,2012-2013,2012,2013,Sin Información,10.6,10.6,raster,False
05147,Carepa,Centro,2012-2013,2012,2013,Bosque Estable,5417.73,5417.73,raster,False
05147,Carepa,Centro,2012-2013,2012,2013,Deforestación,13.48,13.48,raster,False
05147,Carepa,Centro,2012-2013,2012,2013,No Bosque Estable,32620.51,32620.51,raster,False
05147,Carepa,Centro,2012-2013,2012,2013,Sin Información,393.39,393.39,raster,False
05138,Cañasgordas,Nutibara,2012-2013,2012,2013,Bosque Estable,12070.85,12070.85,raster,False
05138,Cañasgordas,Nutibara,2012-2013,2012,2013,Deforestación,232.58,232.58,raster,False
05138,Cañasgordas,Nutibara,2012-2013,2012,2013,No Bosque Estable,24096.34,24096.34,raster,False
05138,Cañasgordas,Nutibara,2012-2013,2012,2013,Sin Información,34.86,34.86,raster,False
05172,Chigorodó,Centro,2012-2013,2012,2013,Bosque Estable,20201.44,20201.44,raster,False
05172,Chigorodó,Centro,2012-2013,2012,2013,Deforestación,106.81,106.81,raster,False
05172,Chigorodó,Centro,2012-2013,2012,2013,No Bosque Estable,50031.0,50031.0,raster,False
05172,Chigorodó,Centro,2012-2013,2012,2013,Sin Información,236.67,236.67,raster,False
05234,Dabeiba,Nutibara,2012-2013,2012,2013,Bosque Estable,139521.18,139521.18,raster,False
05234,Dabeiba,Nutibara,2012-2013,2012,2013,Deforestación,317.91,317.91,raster,False
05234,Dabeiba,Nutibara,2012-2013,2012,2013,No Bosque Estable,48054.83,48054.83,raster,False
05234,Dabeiba,Nutibara,2012-2013,2012,2013,Sin Información,7257.44,7257.44,raster,False
05284,Frontino,Nutibara,2012-2013,2012,2013,Bosque Estable,90745.93,90745.93,raster,False
05284,Frontino,Nutibara,2012-2013,2012,2013,Deforestación,306.48,306.48,raster,False
05284,Frontino,Nutibara,2012-2013,2012,2013,No Bosque Estable,43658.51,43658.51,raster,False
05284,Frontino,Nutibara,2012-2013,2012,2013,Sin Información,3618.63,3618.63,raster,False
05306,Giraldo,Nutibara,2012-2013,2012,2013,Bosque Estable,1378.37,1378.37,raster,False
05306,Giraldo,Nutibara,2012-2013,2012,2013,Deforestación,18.22,18.22,raster,False
05306,Giraldo,Nutibara,2012-2013,2012,2013,No Bosque Estable,7932.31,7932.31,raster,False
05306,Giraldo,Nutibara,2012-2013,2012,2013,Sin Información,2.42,2.42,raster,False
05475,Murindó,Atrato,2012-2013,2012,2013,Bosque Estable,95068.81,95068.81,raster,False
05475,Murindó,Atrato,2012-2013,2012,2013,Deforestación,19.06,19.06,raster,False
05475,Murindó,Atrato,2012-2013,2012,2013,No Bosque Estable,17030.58,17030.58,raster,False
05475,Murindó,Atrato,2012-2013,2012,2013,Sin Información,12952.36,12952.36,raster,False
05480,Mutatá,Centro,2012-2013,2012,2013,Bosque Estable,66454.66,66454.66,raster,False
05480,Mutatá,Centro,2012-2013,2012,2013,Deforestación,43.32,43.32,raster,False
05480,Mutatá,Centro,2012-2013,2012,2013,No Bosque Estable,37069.71,37069.71,raster,False
05480,Mutatá,Centro,2012-2013,2012,2013,Sin Información,2434.83,2434.83,raster,False
05490,Necoclí,Caribe,2012-2013,2012,2013,Bosque Estable,14974.09,14974.09,raster,False
05490,Necoclí,Caribe,2012-2013,2012,2013,Deforestación,68.6,68.6,raster,False
05490,Necoclí,Caribe,2012-2013,2012,2013,No Bosque Estable,109515.83,109515.83,raster,False
05490,Necoclí,Caribe,2012-2013,2012,2013,Sin Información,709.91,709.91,raster,False
05543,Peque,Nutibara,2012-2013,2012,2013,Bosque Estable,14266.5,14266.5,raster,False
05543,Peque,Nutibara,2012-2013,2012,2013,Deforestación,58.1,58.1,raster,False
05543,Peque,Nutibara,2012-2013,2012,2013,No Bosque Estable,28998.62,28998.62,raster,False
05543,Peque,Nutibara,2012-2013,2012,2013,Sin Información,79.01,79.01,raster,False
05659,San Juan de Urabá,Caribe,2012-2013,2012,2013,Bosque Estable,67.86,67.86,raster,False
05659,San Juan de Urabá,Caribe,2012-2013,2012,2013,No Bosque Estable,25020.89,25020.89,raster,False
05659,San Juan de Urabá,Caribe,2012-2013,2012,2013,Sin Información,10.88,10.88,raster,False
05665,San Pedro de Urabá,Caribe,2012-2013,2012,2013,Bosque Estable,1323.99,1323.99,raster,False
05665,San Pedro de Urabá,Caribe,2012-2013,2012,2013,Deforestación,5.86,5.86,raster,False
05665,San Pedro de Urabá,Caribe,2012-2013,2012,2013,No Bosque Estable,55076.43,55076.43,raster,False
05665,San Pedro de Urabá,Caribe,2012-2013,2012,2013,Sin Información,125.12,125.12,raster,False
05837,Turbo,Centro,2012-2013,2012,2013,Bosque Estable,65529.46,65529.46,raster,False
05837,Turbo,Centro,2012-2013,2012,2013,Deforestación,560.35,560.35,raster,False
05837,Turbo,Centro,2012-2013,2012,2013,No Bosque Estable,219715.27,219715.27,raster,False
05837,Turbo,Centro,2012-2013,2012,2013,Sin Información,3306.02,3306.02,raster,False
05842,Uramita,Nutibara,2012-2013,2012,2013,Bosque Estable,4555.46,4555.46,raster,False
05842,Uramita,Nutibara,2012-2013,2012,2013,Deforestación,134.42,134.42,raster,False
05842,Uramita,Nutibara,2012-2013,2012,2013,No Bosque Estable,21879.13,21879.13,raster,False
05842,Uramita,Nutibara,2012-2013,2012,2013,Sin Información,16.08,16.08,raster,False
05847,Urrao,Urrao,2012-2013,2012,2013,Bosque Estable,173713.4,173713.4,raster,False
05847,Urrao,Urrao,2012-2013,2012,2013,Deforestación,196.14,196.14,raster,False
05847,Urrao,Urrao,2012-2013,2012,2013,No Bosque Estable,76379.32,76379.32,raster,False
05847,Urrao,Urrao,2012-2013,2012,2013,Sin Información,4219.51,4219.51,raster,False
05873,Vigía del Fuerte,Atrato,2012-2013,2012,2013,Bosque Estable,140158.49,140158.49,raster,False
05873,Vigía del Fuerte,Atrato,2012-2013,2012,2013,Deforestación,25.1,25.1,raster,False
05873,Vigía del Fuerte,Atrato,2012-2013,2012,2013,No Bosque Estable,19010.56,19010.56,raster,False
05873,Vigía del Fuerte,Atrato,2012-2013,2012,2013,Sin Información,6559.61,6559.61,raster,False
05004,Abriaquí,Nutibara,2013-2014,2013,2014,Bosque Estable,13485.89,13485.89,shapefile,False
05004,Abriaquí,Nutibara,2013-2014,2013,2014,Deforestación,15.25,15.25,shapefile,False
05004,Abriaquí,Nutibara,2013-2014,2013,2014,No Bosque Estable,16189.26,16189.26,shapefile,False
05045,Apartadó,Centro,2013-2014,2013,2014,Bosque Estable,16768.01,16768.01,shapefile,False
05045,Apartadó,Centro,2013-2014,2013,2014,Deforestación,410.94,410.94,shapefile,False
05045,Apartadó,Centro,2013-2014,2013,2014,No Bosque Estable,34764.97,34764.97,shapefile,False
05045,Apartadó,Centro,2013-2014,2013,2014,Sin Información,1432.31,1432.31,shapefile,False
05051,Arboletes,Caribe,2013-2014,2013,2014,Bosque Estable,762.69,762.69,shapefile,False
05051,Arboletes,Caribe,2013-2014,2013,2014,Deforestación,1.53,1.53,shapefile,False
05051,Arboletes,Caribe,2013-2014,2013,2014,No Bosque Estable,73405.54,73405.54,shapefile,False
05051,Arboletes,Caribe,2013-2014,2013,2014,Sin Información,7.68,7.68,shapefile,False
05147,Carepa,Centro,2013-2014,2013,2014,Bosque Estable,5338.65,5338.65,shapefile,False
05147,Carepa,Centro,2013-2014,2013,2014,Deforestación,18.78,18.78,shapefile,False
05147,Carepa,Centro,2013-2014,2013,2014,No Bosque Estable,32977.77,32977.77,shapefile,False
05147,Carepa,Centro,2013-2014,2013,2014,Sin Información,103.86,103.86,shapefile,False
05138,Cañasgordas,Nutibara,2013-2014,2013,2014,Bosque Estable,12105.32,12105.32,shapefile,False
05138,Cañasgordas,Nutibara,2013-2014,2013,2014,Deforestación,13.47,13.47,shapefile,False
05138,Cañasgordas,Nutibara,2013-2014,2013,2014,No Bosque Estable,24351.64,24351.64,shapefile,False
05138,Cañasgordas,Nutibara,2013-2014,2013,2014,Sin Información,4.46,4.46,shapefile,False
05172,Chigorodó,Centro,2013-2014,2013,2014,Bosque Estable,20038.65,20038.65,shapefile,False
05172,Chigorodó,Centro,2013-2014,2013,2014,Deforestación,81.14,81.14,shapefile,False
05172,Chigorodó,Centro,2013-2014,2013,2014,No Bosque Estable,50293.18,50293.18,shapefile,False
05172,Chigorodó,Centro,2013-2014,2013,2014,Sin Información,185.18,185.18,shapefile,False
05234,Dabeiba,Nutibara,2013-2014,2013,2014,Bosque Estable,142821.4,142821.4,shapefile,False
05234,Dabeiba,Nutibara,2013-2014,2013,2014,Deforestación,392.53,392.53,shapefile,False
05234,Dabeiba,Nutibara,2013-2014,2013,2014,No Bosque Estable,50748.68,50748.68,shapefile,False
05234,Dabeiba,Nutibara,2013-2014,2013,2014,Sin Información,1219.88,1219.88,shapefile,False
05284,Frontino,Nutibara,2013-2014,2013,2014,Bosque Estable,92698.44,92698.44,shapefile,False
05284,Frontino,Nutibara,2013-2014,2013,2014,Deforestación,218.01,218.01,shapefile,False
05284,Frontino,Nutibara,2013-2014,2013,2014,No Bosque Estable,45189.58,45189.58,shapefile,False
05284,Frontino,Nutibara,2013-2014,2013,2014,Sin Información,308.89,308.89,shapefile,False
05306,Giraldo,Nutibara,2013-2014,2013,2014,Bosque Estable,1364.73,1364.73,shapefile,False
05306,Giraldo,Nutibara,2013-2014,2013,2014,Deforestación,1.24,1.24,shapefile,False
05306,Giraldo,Nutibara,2013-2014,2013,2014,No Bosque Estable,7972.64,7972.64,shapefile,False
05475,Murindó,Atrato,2013-2014,2013,2014,Bosque Estable,100663.45,100663.45,shapefile,False
05475,Murindó,Atrato,2013-2014,2013,2014,Deforestación,114.27,114.27,shapefile,False
05475,Murindó,Atrato,2013-2014,2013,2014,No Bosque Estable,23816.31,23816.31,shapefile,False
05475,Murindó,Atrato,2013-2014,2013,2014,Sin Información,555.99,555.99,shapefile,False
05480,Mutatá,Centro,2013-2014,2013,2014,Bosque Estable,64140.13,64140.13,shapefile,False
05480,Mutatá,Centro,2013-2014,2013,2014,Deforestación,116.46,116.46,shapefile,False
05480,Mutatá,Centro,2013-2014,2013,2014,No Bosque Estable,37467.08,37467.08,shapefile,False
05480,Mutatá,Centro,2013-2014,2013,2014,Sin Información,4335.2,4335.2,shapefile,False
05490,Necoclí,Caribe,2013-2014,2013,2014,Bosque Estable,14801.14,14801.14,shapefile,False
05490,Necoclí,Caribe,2013-2014,2013,2014,Deforestación,118.71,118.71,shapefile,False
05490,Necoclí,Caribe,2013-2014,2013,2014,No Bosque Estable,110230.92,110230.92,shapefile,False
05490,Necoclí,Caribe,2013-2014,2013,2014,Sin Información,108.83,108.83,shapefile,False
05543,Peque,Nutibara,2013-2014,2013,2014,Bosque Estable,14256.93,14256.93,shapefile,False
05543,Peque,Nutibara,2013-2014,2013,2014,Deforestación,17.66,17.66,shapefile,False
05543,Peque,Nutibara,2013-2014,2013,2014,No Bosque Estable,29074.49,29074.49,shapefile,False
05543,Peque,Nutibara,2013-2014,2013,2014,Sin Información,31.78,31.78,shapefile,False
05659,San Juan de Urabá,Caribe,2013-2014,2013,2014,Bosque Estable,68.22,68.22,shapefile,False
05659,San Juan de Urabá,Caribe,2013-2014,2013,2014,No Bosque Estable,25058.17,25058.17,shapefile,False
05665,San Pedro de Urabá,Caribe,2013-2014,2013,2014,Bosque Estable,1367.17,1367.17,shapefile,False
05665,San Pedro de Urabá,Caribe,2013-2014,2013,2014,Deforestación,8.31,8.31,shapefile,False
05665,San Pedro de Urabá,Caribe,2013-2014,2013,2014,No Bosque Estable,55184.24,55184.24,shapefile,False
05665,San Pedro de Urabá,Caribe,2013-2014,2013,2014,Sin Información,31.88,31.88,shapefile,False
05837,Turbo,Centro,2013-2014,2013,2014,Bosque Estable,64372.97,64372.97,shapefile,False
05837,Turbo,Centro,2013-2014,2013,2014,Deforestación,1142.41,1142.41,shapefile,False
05837,Turbo,Centro,2013-2014,2013,2014,No Bosque Estable,221809.16,221809.16,shapefile,False
05837,Turbo,Centro,2013-2014,2013,2014,Sin Información,1923.01,1923.01,shapefile,False
05842,Uramita,Nutibara,2013-2014,2013,2014,Bosque Estable,4496.43,4496.43,shapefile,False
05842,Uramita,Nutibara,2013-2014,2013,2014,Deforestación,59.22,59.22,shapefile,False
05842,Uramita,Nutibara,2013-2014,2013,2014,No Bosque Estable,22032.99,22032.99,shapefile,False
05842,Uramita,Nutibara,2013-2014,2013,2014,Sin Información,2.67,2.67,shapefile,False
05847,Urrao,Urrao,2013-2014,2013,2014,Bosque Estable,174774.04,174774.04,shapefile,False
05847,Urrao,Urrao,2013-2014,2013,2014,Deforestación,771.55,771.55,shapefile,False
05847,Urrao,Urrao,2013-2014,2013,2014,No Bosque Estable,76759.85,76759.85,shapefile,False
05847,Urrao,Urrao,2013-2014,2013,2014,Sin Información,2273.12,2273.12,shapefile,False
05873,Vigía del Fuerte,Atrato,2013-2014,2013,2014,Bosque Estable,144386.94,144386.94,shapefile,False
05873,Vigía del Fuerte,Atrato,2013-2014,2013,2014,Deforestación,75.51,75.51,shapefile,False
05873,Vigía del Fuerte,Atrato,2013-2014,2013,2014,No Bosque Estable,21086.0,21086.0,shapefile,False
05873,Vigía del Fuerte,Atrato,2013-2014,2013,2014,Sin Información,232.56,232.56,shapefile,False
05004,Abriaquí,Nutibara,2014-2015,2014,2015,Bosque Estable,13453.08,13453.08,excel,False
05004,Abriaquí,Nutibara,2014-2015,2014,2015,Deforestación,17.09,17.09,excel,False
05004,Abriaquí,Nutibara,2014-2015,2014,2015,No Bosque Estable,16184.0,16184.0,excel,False
05045,Apartadó,Centro,2014-2015,2014,2015,Bosque Estable,17953.49,17953.49,excel,False
05045,Apartadó,Centro,2014-2015,2014,2015,Deforestación,54.57,54.57,excel,False
05045,Apartadó,Centro,2014-2015,2014,2015,No Bosque Estable,34905.96,34905.96,excel,False
05045,Apartadó,Centro,2014-2015,2014,2015,Sin Información,361.69,361.69,excel,False
05051,Arboletes,Caribe,2014-2015,2014,2015,Bosque Estable,771.44,771.44,excel,False
05051,Arboletes,Caribe,2014-2015,2014,2015,No Bosque Estable,73284.49,73284.49,excel,False
05147,Carepa,Centro,2014-2015,2014,2015,Bosque Estable,5374.86,5374.86,excel,False
05147,Carepa,Centro,2014-2015,2014,2015,Deforestación,96.37,96.37,excel,False
05147,Carepa,Centro,2014-2015,2014,2015,No Bosque Estable,32817.05,32817.05,excel,False
05147,Carepa,Centro,2014-2015,2014,2015,Sin Información,73.82,73.82,excel,False
05138,Cañasgordas,Nutibara,2014-2015,2014,2015,Bosque Estable,12055.05,12055.05,excel,False
05138,Cañasgordas,Nutibara,2014-2015,2014,2015,Deforestación,37.99,37.99,excel,False
05138,Cañasgordas,Nutibara,2014-2015,2014,2015,No Bosque Estable,24320.58,24320.58,excel,False
05138,Cañasgordas,Nutibara,2014-2015,2014,2015,Sin Información,19.21,19.21,excel,False
05172,Chigorodó,Centro,2014-2015,2014,2015,Bosque Estable,20183.01,20183.01,excel,False
05172,Chigorodó,Centro,2014-2015,2014,2015,Deforestación,62.75,62.75,excel,False
05172,Chigorodó,Centro,2014-2015,2014,2015,No Bosque Estable,50115.94,50115.94,excel,False
05172,Chigorodó,Centro,2014-2015,2014,2015,Sin Información,96.98,96.98,excel,False
05234,Dabeiba,Nutibara,2014-2015,2014,2015,Bosque Estable,131943.83,131943.83,excel,False
05234,Dabeiba,Nutibara,2014-2015,2014,2015,Deforestación,262.17,262.17,excel,False
05234,Dabeiba,Nutibara,2014-2015,2014,2015,No Bosque Estable,50351.33,50351.33,excel,False
05234,Dabeiba,Nutibara,2014-2015,2014,2015,Sin Información,12328.94,12328.94,excel,False
05284,Frontino,Nutibara,2014-2015,2014,2015,Bosque Estable,90530.3,90530.3,excel,False
05284,Frontino,Nutibara,2014-2015,2014,2015,Deforestación,160.26,160.26,excel,False
05284,Frontino,Nutibara,2014-2015,2014,2015,No Bosque Estable,45020.1,45020.1,excel,False
05284,Frontino,Nutibara,2014-2015,2014,2015,Sin Información,2490.94,2490.94,excel,False
