periodo,ano_inicio,ano_fin,nombre,categoria,clase,hectareas,hectareas_anuales,n_poligonos,fuente,flag_calidad,es_duplicado,usado_en_agregados
2019-2020,2019,2020,Los Katío,Parque Nacional Natural,Bosque Estable,1165.65,1165.65,47,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Los Katío,Parque Nacional Natural,No Bosque Estable,11785.5,11785.5,3,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Paramillo,Parque Nacional Natural,Bosque Estable,14981.41,14981.41,25,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Paramillo,Parque Nacional Natural,No Bosque Estable,984.35,984.35,92,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Bosque Estable,3968.79,3968.79,11,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,No Bosque Estable,1256.12,1256.12,12,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Carauta,Reserva Forestal Protectora Nacional,Bosque Estable,16377.13,16377.13,388,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Carauta,Reserva Forestal Protectora Nacional,Deforestación,17.95,17.95,14,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Carauta,Reserva Forestal Protectora Nacional,No Bosque Estable,11026.21,11026.21,574,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Carauta,Reserva Forestal Protectora Nacional,Sin Información,2.11,2.11,4,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,De Urrao,Reserva Forestal Protectora Nacional,Bosque Estable,20995.21,20995.21,222,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,De Urrao,Reserva Forestal Protectora Nacional,Deforestación,2.81,2.81,2,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,De Urrao,Reserva Forestal Protectora Nacional,No Bosque Estable,7309.57,7309.57,294,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Río León,Reserva Forestal Protectora Nacional,Bosque Estable,223.64,223.64,24,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Río León,Reserva Forestal Protectora Nacional,No Bosque Estable,10522.1,10522.1,5,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Buenos Aires,Reserva Natural de la Sociedad Civil,Bosque Estable,80.23,80.23,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Buenos Aires,Reserva Natural de la Sociedad Civil,No Bosque Estable,5.63,5.63,4,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,156.06,156.06,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,8.95,8.95,5,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,626.48,626.48,13,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,702.48,702.48,13,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,El Raudal,Reserva Natural de la Sociedad Civil,Bosque Estable,25.05,25.05,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,El Raudal,Reserva Natural de la Sociedad Civil,No Bosque Estable,2.92,2.92,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,La Rayuela,Reserva Natural de la Sociedad Civil,Bosque Estable,0.77,0.77,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,La Rayuela,Reserva Natural de la Sociedad Civil,No Bosque Estable,3.23,3.23,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,La Rivera,Reserva Natural de la Sociedad Civil,Bosque Estable,13.82,13.82,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,La Rivera,Reserva Natural de la Sociedad Civil,No Bosque Estable,5.73,5.73,2,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,La Violeta,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.35,0.35,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Las Brisas,Reserva Natural de la Sociedad Civil,Bosque Estable,13.63,13.63,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Las Brisas,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.33,0.33,1,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Los Horizontales,Reserva Natural de la Sociedad Civil,Bosque Estable,713.08,713.08,14,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Los Horizontales,Reserva Natural de la Sociedad Civil,No Bosque Estable,407.1,407.1,48,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Musinga,Reserva Natural de la Sociedad Civil,Bosque Estable,973.08,973.08,14,shapefile,geometria_epsg3115,False,True
2019-2020,2019,2020,Musinga,Reserva Natural de la Sociedad Civil,No Bosque Estable,470.27,470.27,11,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Alto de Insor,Distrito Regional de Manejo Integrado,Bosque Estable,4452.31,4452.31,69,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Alto de Insor,Distrito Regional de Manejo Integrado,Regeneración,2425.67,2425.67,67,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Bosque Estable,7297.63,7297.63,143,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Regeneración,18043.46,18043.46,142,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Sin Información,0.15,0.15,2,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Serranía de Abibe,Distrito Regional de Manejo Integrado,Bosque Estable,15439.35,15439.35,473,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Serranía de Abibe,Distrito Regional de Manejo Integrado,Deforestación,34.61,34.61,19,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Serranía de Abibe,Distrito Regional de Manejo Integrado,Regeneración,24629.07,24629.07,409,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Serranía de Abibe,Distrito Regional de Manejo Integrado,Sin Información,19.66,19.66,9,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Peque,Distrito de Conservación de Suelos,Bosque Estable,3506.55,3506.55,275,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Peque,Distrito de Conservación de Suelos,Deforestación,8.16,8.16,2,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Peque,Distrito de Conservación de Suelos,Regeneración,16891.43,16891.43,132,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Las Orquideas,Parque Nacional Natural,Bosque Estable,24976.6,24976.6,165,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Las Orquideas,Parque Nacional Natural,Deforestación,18.51,18.51,10,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Las Orquideas,Parque Nacional Natural,Regeneración,3757.83,3757.83,485,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Los Katío,Parque Nacional Natural,Bosque Estable,1165.65,1165.65,47,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Los Katío,Parque Nacional Natural,Regeneración,11785.5,11785.5,3,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Paramillo,Parque Nacional Natural,Bosque Estable,14979.31,14979.31,26,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Paramillo,Parque Nacional Natural,Deforestación,2.16,2.16,4,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Paramillo,Parque Nacional Natural,Regeneración,984.34,984.34,92,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Bosque Estable,3968.79,3968.79,11,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Regeneración,1256.12,1256.12,12,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Carauta,Reserva Forestal Protectora Nacional,Bosque Estable,16345.48,16345.48,390,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Carauta,Reserva Forestal Protectora Nacional,Deforestación,14.51,14.51,9,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Carauta,Reserva Forestal Protectora Nacional,Regeneración,11063.42,11063.42,577,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,De Urrao,Reserva Forestal Protectora Nacional,Bosque Estable,20986.51,20986.51,221,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,De Urrao,Reserva Forestal Protectora Nacional,Deforestación,1.88,1.88,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,De Urrao,Reserva Forestal Protectora Nacional,Regeneración,7319.21,7319.21,296,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Río León,Reserva Forestal Protectora Nacional,Bosque Estable,222.39,222.39,25,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Río León,Reserva Forestal Protectora Nacional,Deforestación,1.32,1.32,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Río León,Reserva Forestal Protectora Nacional,Regeneración,10522.02,10522.02,5,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Buenos Aires,Reserva Natural de la Sociedad Civil,Bosque Estable,80.23,80.23,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Buenos Aires,Reserva Natural de la Sociedad Civil,Regeneración,5.63,5.63,4,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,156.06,156.06,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Regeneración,8.95,8.95,5,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,626.48,626.48,13,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Regeneración,702.48,702.48,13,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,El Raudal,Reserva Natural de la Sociedad Civil,Bosque Estable,25.05,25.05,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,El Raudal,Reserva Natural de la Sociedad Civil,Regeneración,2.92,2.92,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,La Rayuela,Reserva Natural de la Sociedad Civil,Bosque Estable,0.77,0.77,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,La Rayuela,Reserva Natural de la Sociedad Civil,Regeneración,3.23,3.23,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,La Rivera,Reserva Natural de la Sociedad Civil,Bosque Estable,13.82,13.82,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,La Rivera,Reserva Natural de la Sociedad Civil,Regeneración,5.73,5.73,2,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,La Violeta,Reserva Natural de la Sociedad Civil,Regeneración,0.35,0.35,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Las Brisas,Reserva Natural de la Sociedad Civil,Bosque Estable,13.63,13.63,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Las Brisas,Reserva Natural de la Sociedad Civil,Regeneración,0.33,0.33,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Los Horizontales,Reserva Natural de la Sociedad Civil,Bosque Estable,712.98,712.98,14,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Los Horizontales,Reserva Natural de la Sociedad Civil,Deforestación,0.04,0.04,1,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Los Horizontales,Reserva Natural de la Sociedad Civil,Regeneración,407.17,407.17,48,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Musinga,Reserva Natural de la Sociedad Civil,Bosque Estable,973.08,973.08,14,shapefile,geometria_epsg3115,False,True
2020-2021,2020,2021,Musinga,Reserva Natural de la Sociedad Civil,Regeneración,470.27,470.27,11,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Alto de Insor,Distrito Regional de Manejo Integrado,Bosque Estable,4438.03,4438.03,68,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Alto de Insor,Distrito Regional de Manejo Integrado,Deforestación,1.32,1.32,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Alto de Insor,Distrito Regional de Manejo Integrado,No Bosque Estable,2438.63,2438.63,65,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Bosque Estable,7292.61,7292.61,151,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,No Bosque Estable,18045.57,18045.57,145,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Sin Información,3.4,3.4,32,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Serranía de Abibe,Distrito Regional de Manejo Integrado,Bosque Estable,15322.28,15322.28,512,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Serranía de Abibe,Distrito Regional de Manejo Integrado,Deforestación,86.37,86.37,49,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Serranía de Abibe,Distrito Regional de Manejo Integrado,No Bosque Estable,24682.08,24682.08,412,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Serranía de Abibe,Distrito Regional de Manejo Integrado,Sin Información,31.71,31.71,19,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Peque,Distrito de Conservación de Suelos,Bosque Estable,3479.11,3479.11,277,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Peque,Distrito de Conservación de Suelos,Deforestación,3.07,3.07,2,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Peque,Distrito de Conservación de Suelos,No Bosque Estable,16923.85,16923.85,129,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Las Orquideas,Parque Nacional Natural,Bosque Estable,24890.89,24890.89,168,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Las Orquideas,Parque Nacional Natural,Deforestación,79.94,79.94,13,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Las Orquideas,Parque Nacional Natural,No Bosque Estable,3780.52,3780.52,487,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Las Orquideas,Parque Nacional Natural,Sin Información,1.58,1.58,2,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Los Katío,Parque Nacional Natural,Bosque Estable,1165.05,1165.05,47,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Los Katío,Parque Nacional Natural,No Bosque Estable,11786.1,11786.1,4,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Paramillo,Parque Nacional Natural,Bosque Estable,14924.2,14924.2,28,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Paramillo,Parque Nacional Natural,Deforestación,0.3,0.3,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Paramillo,Parque Nacional Natural,No Bosque Estable,1040.59,1040.59,90,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Paramillo,Parque Nacional Natural,Sin Información,0.5,0.5,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Bosque Estable,3964.49,3964.49,10,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Deforestación,3.94,3.94,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,No Bosque Estable,1255.74,1255.74,12,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Sin Información,0.69,0.69,8,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Carauta,Reserva Forestal Protectora Nacional,Bosque Estable,16176.14,16176.14,389,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Carauta,Reserva Forestal Protectora Nacional,Deforestación,57.79,57.79,41,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Carauta,Reserva Forestal Protectora Nacional,No Bosque Estable,11189.47,11189.47,571,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,De Urrao,Reserva Forestal Protectora Nacional,Bosque Estable,20980.15,20980.15,212,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,De Urrao,Reserva Forestal Protectora Nacional,Deforestación,3.69,3.69,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,De Urrao,Reserva Forestal Protectora Nacional,No Bosque Estable,7323.75,7323.75,298,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Río León,Reserva Forestal Protectora Nacional,Bosque Estable,221.23,221.23,25,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Río León,Reserva Forestal Protectora Nacional,No Bosque Estable,10524.5,10524.5,3,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Buenos Aires,Reserva Natural de la Sociedad Civil,Bosque Estable,80.13,80.13,2,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Buenos Aires,Reserva Natural de la Sociedad Civil,No Bosque Estable,5.74,5.74,5,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,156.55,156.55,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,8.47,8.47,5,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,623.77,623.77,12,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,705.19,705.19,14,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,El Raudal,Reserva Natural de la Sociedad Civil,Bosque Estable,25.07,25.07,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,El Raudal,Reserva Natural de la Sociedad Civil,No Bosque Estable,2.9,2.9,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,La Rayuela,Reserva Natural de la Sociedad Civil,Bosque Estable,0.77,0.77,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,La Rayuela,Reserva Natural de la Sociedad Civil,No Bosque Estable,3.23,3.23,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,La Rivera,Reserva Natural de la Sociedad Civil,Bosque Estable,13.8,13.8,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,La Rivera,Reserva Natural de la Sociedad Civil,No Bosque Estable,5.76,5.76,2,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,La Violeta,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.35,0.35,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Las Brisas,Reserva Natural de la Sociedad Civil,Bosque Estable,13.63,13.63,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Las Brisas,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.33,0.33,1,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Los Horizontales,Reserva Natural de la Sociedad Civil,Bosque Estable,709.71,709.71,15,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Los Horizontales,Reserva Natural de la Sociedad Civil,No Bosque Estable,410.5,410.5,41,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Musinga,Reserva Natural de la Sociedad Civil,Bosque Estable,973.99,973.99,15,shapefile,geometria_epsg3115,False,True
2021-2022,2021,2022,Musinga,Reserva Natural de la Sociedad Civil,No Bosque Estable,469.36,469.36,12,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Alto de Insor,Distrito Regional de Manejo Integrado,Bosque Estable,4434.11,4434.11,63,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Alto de Insor,Distrito Regional de Manejo Integrado,Deforestación,1.93,1.93,9,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Alto de Insor,Distrito Regional de Manejo Integrado,No Bosque Estable,2441.98,2441.98,62,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Bosque Estable,7273.33,7273.33,148,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,No Bosque Estable,18066.72,18066.72,155,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Sin Información,0.76,0.76,6,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Serranía de Abibe,Distrito Regional de Manejo Integrado,Bosque Estable,14954.8,14954.8,616,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Serranía de Abibe,Distrito Regional de Manejo Integrado,Deforestación,44.66,44.66,33,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Serranía de Abibe,Distrito Regional de Manejo Integrado,No Bosque Estable,25123.13,25123.13,496,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Peque,Distrito de Conservación de Suelos,Bosque Estable,3464.51,3464.51,276,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Peque,Distrito de Conservación de Suelos,Deforestación,3.24,3.24,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Peque,Distrito de Conservación de Suelos,No Bosque Estable,16938.39,16938.39,130,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Las Orquideas,Parque Nacional Natural,Bosque Estable,24871.26,24871.26,65,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Las Orquideas,Parque Nacional Natural,Deforestación,28.1,28.1,9,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Las Orquideas,Parque Nacional Natural,No Bosque Estable,3853.58,3853.58,333,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Los Katío,Parque Nacional Natural,Bosque Estable,1167.64,1167.64,48,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Los Katío,Parque Nacional Natural,No Bosque Estable,11783.5,11783.5,4,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Paramillo,Parque Nacional Natural,Bosque Estable,14942.61,14942.61,25,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Paramillo,Parque Nacional Natural,Deforestación,0.09,0.09,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Paramillo,Parque Nacional Natural,No Bosque Estable,1023.38,1023.38,86,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Bosque Estable,3963.2,3963.2,11,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Deforestación,2.32,2.32,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,No Bosque Estable,1259.16,1259.16,14,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Sin Información,0.25,0.25,2,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Carauta,Reserva Forestal Protectora Nacional,Bosque Estable,16140.56,16140.56,338,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Carauta,Reserva Forestal Protectora Nacional,Deforestación,21.45,21.45,20,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Carauta,Reserva Forestal Protectora Nacional,No Bosque Estable,11261.39,11261.39,482,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,De Urrao,Reserva Forestal Protectora Nacional,Bosque Estable,20988.88,20988.88,94,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,De Urrao,Reserva Forestal Protectora Nacional,Deforestación,8.8,8.8,7,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,De Urrao,Reserva Forestal Protectora Nacional,No Bosque Estable,7309.83,7309.83,167,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Río León,Reserva Forestal Protectora Nacional,Bosque Estable,215.53,215.53,25,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Río León,Reserva Forestal Protectora Nacional,Deforestación,2.76,2.76,2,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Río León,Reserva Forestal Protectora Nacional,No Bosque Estable,10527.43,10527.43,3,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Buenos Aires,Reserva Natural de la Sociedad Civil,Bosque Estable,79.82,79.82,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Buenos Aires,Reserva Natural de la Sociedad Civil,No Bosque Estable,6.04,6.04,4,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,156.2,156.2,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,8.81,8.81,5,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,627.82,627.82,10,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,701.14,701.14,10,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,El Raudal,Reserva Natural de la Sociedad Civil,Bosque Estable,24.94,24.94,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,El Raudal,Reserva Natural de la Sociedad Civil,No Bosque Estable,3.03,3.03,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,La Rayuela,Reserva Natural de la Sociedad Civil,Bosque Estable,0.78,0.78,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,La Rayuela,Reserva Natural de la Sociedad Civil,No Bosque Estable,3.21,3.21,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,La Rivera,Reserva Natural de la Sociedad Civil,Bosque Estable,14.06,14.06,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,La Rivera,Reserva Natural de la Sociedad Civil,No Bosque Estable,5.49,5.49,3,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,La Violeta,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.35,0.35,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Las Brisas,Reserva Natural de la Sociedad Civil,Bosque Estable,13.88,13.88,1,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Las Brisas,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.04,0.04,1,shapefile,geometria_epsg3115,False,True
