periodo,ano_inicio,ano_fin,nombre,categoria,clase,hectareas,hectareas_anuales,n_poligonos,fuente,flag_calidad,es_duplicado,usado_en_agregados
2002-2004,2002,2004,Alto de Insor,Distrito Regional de Manejo Integrado,Bosque Estable,4404.82,2202.41,67,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Alto de Insor,Distrito Regional de Manejo Integrado,No Bosque Estable,2473.16,1236.58,62,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Bosque Estable,8753.53,4376.76,401,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Deforestación,155.51,77.75,181,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,No Bosque Estable,16430.32,8215.16,342,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Serranía de Abibe,Distrito Regional de Manejo Integrado,Bosque Estable,19274.54,9637.27,1595,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Serranía de Abibe,Distrito Regional de Manejo Integrado,Deforestación,263.23,131.61,242,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Serranía de Abibe,Distrito Regional de Manejo Integrado,No Bosque Estable,20257.7,10128.85,1370,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Serranía de Abibe,Distrito Regional de Manejo Integrado,Sin Información,326.24,163.12,270,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Peque,Distrito de Conservación de Suelos,Bosque Estable,3555.14,1777.57,281,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Peque,Distrito de Conservación de Suelos,Deforestación,2.37,1.19,2,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Peque,Distrito de Conservación de Suelos,No Bosque Estable,16844.01,8422.01,208,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Peque,Distrito de Conservación de Suelos,Sin Información,4.54,2.27,4,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Las Orquideas,Parque Nacional Natural,Bosque Estable,25193.01,12596.51,252,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Las Orquideas,Parque Nacional Natural,Deforestación,8.38,4.19,14,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Las Orquideas,Parque Nacional Natural,No Bosque Estable,3542.14,1771.07,746,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Las Orquideas,Parque Nacional Natural,Sin Información,9.4,4.7,20,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Los Katío,Parque Nacional Natural,Bosque Estable,1709.38,854.69,296,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Los Katío,Parque Nacional Natural,Deforestación,1.29,0.64,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Los Katío,Parque Nacional Natural,No Bosque Estable,11239.35,5619.67,104,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Los Katío,Parque Nacional Natural,Sin Información,0.34,0.17,2,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Paramillo,Parque Nacional Natural,Bosque Estable,14962.35,7481.17,57,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Paramillo,Parque Nacional Natural,Deforestación,2.38,1.19,4,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Paramillo,Parque Nacional Natural,No Bosque Estable,977.46,488.73,116,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Paramillo,Parque Nacional Natural,Sin Información,23.8,11.9,26,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Bosque Estable,4424.99,2212.5,44,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Deforestación,2.27,1.13,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,No Bosque Estable,797.46,398.73,79,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Carauta,Reserva Forestal Protectora Nacional,Bosque Estable,16796.23,8398.12,605,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Carauta,Reserva Forestal Protectora Nacional,Deforestación,14.82,7.41,18,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Carauta,Reserva Forestal Protectora Nacional,No Bosque Estable,10601.43,5300.71,1003,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Carauta,Reserva Forestal Protectora Nacional,Sin Información,10.91,5.46,29,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,De Urrao,Reserva Forestal Protectora Nacional,Bosque Estable,21239.83,10619.91,227,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,De Urrao,Reserva Forestal Protectora Nacional,Deforestación,11.69,5.85,7,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,De Urrao,Reserva Forestal Protectora Nacional,No Bosque Estable,7034.11,3517.05,391,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,De Urrao,Reserva Forestal Protectora Nacional,Sin Información,21.45,10.73,49,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Río León,Reserva Forestal Protectora Nacional,Bosque Estable,334.76,167.38,175,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Río León,Reserva Forestal Protectora Nacional,Deforestación,12.17,6.09,18,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Río León,Reserva Forestal Protectora Nacional,No Bosque Estable,10398.4,5199.2,33,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Buenos Aires,Reserva Natural de la Sociedad Civil,Bosque Estable,80.68,40.34,3,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Buenos Aires,Reserva Natural de la Sociedad Civil,No Bosque Estable,5.18,2.59,7,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,156.28,78.14,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,8.73,4.37,4,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,642.22,321.11,16,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,686.74,343.37,14,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,El Raudal,Reserva Natural de la Sociedad Civil,Bosque Estable,23.66,11.83,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,El Raudal,Reserva Natural de la Sociedad Civil,No Bosque Estable,4.31,2.16,4,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,La Rayuela,Reserva Natural de la Sociedad Civil,Bosque Estable,1.18,0.59,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,La Rayuela,Reserva Natural de la Sociedad Civil,No Bosque Estable,2.81,1.4,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,La Rivera,Reserva Natural de la Sociedad Civil,Bosque Estable,13.07,6.53,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,La Rivera,Reserva Natural de la Sociedad Civil,Deforestación,0.05,0.02,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,La Rivera,Reserva Natural de la Sociedad Civil,No Bosque Estable,6.44,3.22,3,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,La Violeta,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.35,0.18,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Las Brisas,Reserva Natural de la Sociedad Civil,Bosque Estable,13.63,6.81,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Las Brisas,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.33,0.17,1,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Los Horizontales,Reserva Natural de la Sociedad Civil,Bosque Estable,405.72,202.86,9,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Los Horizontales,Reserva Natural de la Sociedad Civil,No Bosque Estable,714.51,357.26,26,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Musinga,Reserva Natural de la Sociedad Civil,Bosque Estable,911.01,455.5,26,shapefile,geometria_epsg3115,False,True
2002-2004,2002,2004,Musinga,Reserva Natural de la Sociedad Civil,No Bosque Estable,532.34,266.17,35,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Alto de Insor,Distrito Regional de Manejo Integrado,Bosque Estable,4405.38,2202.69,57,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Alto de Insor,Distrito Regional de Manejo Integrado,No Bosque Estable,2472.6,1236.3,50,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Bosque Estable,8954.79,4477.39,316,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Deforestación,48.81,24.4,39,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,No Bosque Estable,16335.65,8167.82,325,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Serranía de Abibe,Distrito Regional de Manejo Integrado,Bosque Estable,19535.31,9767.66,1059,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Serranía de Abibe,Distrito Regional de Manejo Integrado,Deforestación,193.38,96.69,129,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Serranía de Abibe,Distrito Regional de Manejo Integrado,No Bosque Estable,20097.83,10048.92,1088,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Serranía de Abibe,Distrito Regional de Manejo Integrado,Sin Información,295.52,147.76,100,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Peque,Distrito de Conservación de Suelos,Bosque Estable,3558.43,1779.22,236,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Peque,Distrito de Conservación de Suelos,No Bosque Estable,16843.68,8421.84,163,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Peque,Distrito de Conservación de Suelos,Sin Información,4.01,2.01,2,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Las Orquideas,Parque Nacional Natural,Bosque Estable,25228.87,12614.43,211,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Las Orquideas,Parque Nacional Natural,Deforestación,1.06,0.53,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Las Orquideas,Parque Nacional Natural,No Bosque Estable,3518.93,1759.46,519,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Las Orquideas,Parque Nacional Natural,Sin Información,4.08,2.04,3,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Los Katío,Parque Nacional Natural,Bosque Estable,1726.58,863.29,292,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Los Katío,Parque Nacional Natural,No Bosque Estable,11223.77,5611.89,102,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Paramillo,Parque Nacional Natural,Bosque Estable,14989.15,7494.57,48,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Paramillo,Parque Nacional Natural,Deforestación,3.14,1.57,2,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Paramillo,Parque Nacional Natural,No Bosque Estable,967.52,483.76,79,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Paramillo,Parque Nacional Natural,Sin Información,5.53,2.76,16,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Bosque Estable,4432.0,2216.0,40,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,No Bosque Estable,792.65,396.33,66,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Carauta,Reserva Forestal Protectora Nacional,Bosque Estable,16845.53,8422.77,488,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Carauta,Reserva Forestal Protectora Nacional,Deforestación,26.55,13.27,20,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Carauta,Reserva Forestal Protectora Nacional,No Bosque Estable,10550.31,5275.15,741,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Carauta,Reserva Forestal Protectora Nacional,Sin Información,1.01,0.5,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,De Urrao,Reserva Forestal Protectora Nacional,Bosque Estable,21267.1,10633.55,184,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,De Urrao,Reserva Forestal Protectora Nacional,Deforestación,6.98,3.49,8,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,De Urrao,Reserva Forestal Protectora Nacional,No Bosque Estable,7021.69,3510.84,299,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,De Urrao,Reserva Forestal Protectora Nacional,Sin Información,11.4,5.7,10,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Río León,Reserva Forestal Protectora Nacional,Bosque Estable,356.54,178.27,136,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Río León,Reserva Forestal Protectora Nacional,Deforestación,38.87,19.44,18,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Río León,Reserva Forestal Protectora Nacional,No Bosque Estable,10349.69,5174.85,35,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Buenos Aires,Reserva Natural de la Sociedad Civil,Bosque Estable,79.05,39.52,3,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Buenos Aires,Reserva Natural de la Sociedad Civil,No Bosque Estable,5.12,2.56,6,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Buenos Aires,Reserva Natural de la Sociedad Civil,Sin Información,1.7,0.85,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,156.33,78.16,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,8.69,4.34,4,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,641.4,320.7,12,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Deforestación,0.98,0.49,2,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,686.57,343.29,14,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,El Raudal,Reserva Natural de la Sociedad Civil,Bosque Estable,24.16,12.08,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,El Raudal,Reserva Natural de la Sociedad Civil,No Bosque Estable,3.81,1.9,3,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,La Rayuela,Reserva Natural de la Sociedad Civil,Bosque Estable,1.18,0.59,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,La Rayuela,Reserva Natural de la Sociedad Civil,No Bosque Estable,2.81,1.4,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,La Rivera,Reserva Natural de la Sociedad Civil,Bosque Estable,13.08,6.54,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,La Rivera,Reserva Natural de la Sociedad Civil,No Bosque Estable,6.48,3.24,3,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,La Violeta,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.35,0.18,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Las Brisas,Reserva Natural de la Sociedad Civil,Bosque Estable,13.63,6.81,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Las Brisas,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.33,0.17,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Los Horizontales,Reserva Natural de la Sociedad Civil,Bosque Estable,405.78,202.89,9,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Los Horizontales,Reserva Natural de la Sociedad Civil,No Bosque Estable,714.45,357.22,25,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Musinga,Reserva Natural de la Sociedad Civil,Bosque Estable,910.21,455.11,13,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Musinga,Reserva Natural de la Sociedad Civil,Deforestación,0.78,0.39,1,shapefile,geometria_epsg3115,False,True
2004-2006,2004,2006,Musinga,Reserva Natural de la Sociedad Civil,No Bosque Estable,532.36,266.18,24,shapefile,geometria_epsg3115,False,True
2006-2008,2006,2008,Alto de Insor,Distrito Regional de Manejo Integrado,Bosque Estable,4404.82,2202.41,67,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Alto de Insor,Distrito Regional de Manejo Integrado,No Bosque Estable,2473.16,1236.58,62,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Bosque Estable,8753.53,4376.76,401,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Deforestación,155.51,77.75,181,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,No Bosque Estable,16430.32,8215.16,342,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Serranía de Abibe,Distrito Regional de Manejo Integrado,Bosque Estable,19274.54,9637.27,1595,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Serranía de Abibe,Distrito Regional de Manejo Integrado,Deforestación,263.23,131.61,242,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Serranía de Abibe,Distrito Regional de Manejo Integrado,No Bosque Estable,20257.7,10128.85,1370,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Serranía de Abibe,Distrito Regional de Manejo Integrado,Sin Información,326.24,163.12,270,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Peque,Distrito de Conservación de Suelos,Bosque Estable,3555.14,1777.57,281,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Peque,Distrito de Conservación de Suelos,Deforestación,2.37,1.19,2,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Peque,Distrito de Conservación de Suelos,No Bosque Estable,16844.01,8422.01,208,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Peque,Distrito de Conservación de Suelos,Sin Información,4.54,2.27,4,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Las Orquideas,Parque Nacional Natural,Bosque Estable,25193.01,12596.51,252,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Las Orquideas,Parque Nacional Natural,Deforestación,8.38,4.19,14,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Las Orquideas,Parque Nacional Natural,No Bosque Estable,3542.14,1771.07,746,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Las Orquideas,Parque Nacional Natural,Sin Información,9.4,4.7,20,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Los Katío,Parque Nacional Natural,Bosque Estable,1709.38,854.69,296,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Los Katío,Parque Nacional Natural,Deforestación,1.29,0.64,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Los Katío,Parque Nacional Natural,No Bosque Estable,11239.35,5619.67,104,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Los Katío,Parque Nacional Natural,Sin Información,0.34,0.17,2,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Paramillo,Parque Nacional Natural,Bosque Estable,14962.35,7481.17,57,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Paramillo,Parque Nacional Natural,Deforestación,2.38,1.19,4,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Paramillo,Parque Nacional Natural,No Bosque Estable,977.46,488.73,116,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Paramillo,Parque Nacional Natural,Sin Información,23.8,11.9,26,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Bosque Estable,4424.99,2212.5,44,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Deforestación,2.27,1.13,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,No Bosque Estable,797.46,398.73,79,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Carauta,Reserva Forestal Protectora Nacional,Bosque Estable,16796.23,8398.12,605,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Carauta,Reserva Forestal Protectora Nacional,Deforestación,14.82,7.41,18,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Carauta,Reserva Forestal Protectora Nacional,No Bosque Estable,10601.43,5300.71,1003,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Carauta,Reserva Forestal Protectora Nacional,Sin Información,10.91,5.46,29,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,De Urrao,Reserva Forestal Protectora Nacional,Bosque Estable,21239.83,10619.91,227,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,De Urrao,Reserva Forestal Protectora Nacional,Deforestación,11.69,5.85,7,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,De Urrao,Reserva Forestal Protectora Nacional,No Bosque Estable,7034.11,3517.05,391,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,De Urrao,Reserva Forestal Protectora Nacional,Sin Información,21.45,10.73,49,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Río León,Reserva Forestal Protectora Nacional,Bosque Estable,334.76,167.38,175,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Río León,Reserva Forestal Protectora Nacional,Deforestación,12.17,6.09,18,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Río León,Reserva Forestal Protectora Nacional,No Bosque Estable,10398.4,5199.2,33,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Buenos Aires,Reserva Natural de la Sociedad Civil,Bosque Estable,80.68,40.34,3,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Buenos Aires,Reserva Natural de la Sociedad Civil,No Bosque Estable,5.18,2.59,7,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,156.28,78.14,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,8.73,4.37,4,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,642.22,321.11,16,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,No Bosque Estable,686.74,343.37,14,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,El Raudal,Reserva Natural de la Sociedad Civil,Bosque Estable,23.66,11.83,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,El Raudal,Reserva Natural de la Sociedad Civil,No Bosque Estable,4.31,2.16,4,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,La Rayuela,Reserva Natural de la Sociedad Civil,Bosque Estable,1.18,0.59,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,La Rayuela,Reserva Natural de la Sociedad Civil,No Bosque Estable,2.81,1.4,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,La Rivera,Reserva Natural de la Sociedad Civil,Bosque Estable,13.07,6.53,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,La Rivera,Reserva Natural de la Sociedad Civil,Deforestación,0.05,0.02,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,La Rivera,Reserva Natural de la Sociedad Civil,No Bosque Estable,6.44,3.22,3,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,La Violeta,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.35,0.18,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Las Brisas,Reserva Natural de la Sociedad Civil,Bosque Estable,13.63,6.81,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Las Brisas,Reserva Natural de la Sociedad Civil,No Bosque Estable,0.33,0.17,1,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Los Horizontales,Reserva Natural de la Sociedad Civil,Bosque Estable,405.72,202.86,9,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Los Horizontales,Reserva Natural de la Sociedad Civil,No Bosque Estable,714.51,357.26,26,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Musinga,Reserva Natural de la Sociedad Civil,Bosque Estable,911.01,455.5,26,shapefile,duplicado_de_2002-2004,True,False
2006-2008,2006,2008,Musinga,Reserva Natural de la Sociedad Civil,No Bosque Estable,532.34,266.17,35,shapefile,duplicado_de_2002-2004,True,False
2008-2010,2008,2010,Alto de Insor,Distrito Regional de Manejo Integrado,Bosque Estable,4418.7,2209.35,58,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,Alto de Insor,Distrito Regional de Manejo Integrado,Deforestación,2.95,1.47,1,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,Alto de Insor,Distrito Regional de Manejo Integrado,No Bosque Estable,2456.33,1228.17,52,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Bosque Estable,8644.46,4322.23,330,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Deforestación,59.07,29.54,51,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,No Bosque Estable,16595.96,8297.98,330,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Sin Información,40.4,20.2,42,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,Serranía de Abibe,Distrito Regional de Manejo Integrado,Bosque Estable,19005.85,9502.93,1070,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,Serranía de Abibe,Distrito Regional de Manejo Integrado,Deforestación,279.42,139.71,209,shapefile,geometria_epsg3115,False,True
2008-2010,2008,2010,Serranía de Abibe,Distrito Regional de Manejo Integrado,No Bosque Estable,20334.21,10167.11,1152,shapefile,geometria_epsg3115,False,True
