periodo,ano_inicio,ano_fin,resguardo,pueblo,clase,hectareas,hectareas_anuales,poligonos,fuente,calidad_fuente
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Bosque Estable,422.53,211.26,21,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,166.48,83.24,30,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Sin Información,6.44,3.22,5,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Bosque Estable,109.6,54.8,12,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,No Bosque Estable,91.15,45.58,16,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Bosque Estable,6105.12,3052.56,64,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Deforestación,28.2,14.1,18,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,No Bosque Estable,808.4,404.2,169,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Sin Información,2.51,1.25,9,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Bosque Estable,3707.89,1853.94,67,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Deforestación,12.62,6.31,24,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Polines,Embera Katío,No Bosque Estable,475.94,237.97,133,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Sin Información,80.76,40.38,74,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,Bosque Estable,4.25,2.12,4,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,No Bosque Estable,127.4,63.7,2,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Bosque Estable,10553.56,5276.78,285,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Deforestación,13.17,6.58,18,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,No Bosque Estable,4573.01,2286.5,547,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Sin Información,52.71,26.36,18,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Murri-pantanos,Embera Katío,Bosque Estable,28312.9,14156.45,214,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Murri-pantanos,Embera Katío,Deforestación,6.43,3.22,6,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Murri-pantanos,Embera Katío,No Bosque Estable,1825.38,912.69,618,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Murri-pantanos,Embera Katío,Sin Información,1164.26,582.13,136,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Bosque Estable,15.0,7.5,3,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,No Bosque Estable,87.56,43.78,2,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Senú Los Almendros,Senú/Zenú,No Bosque Estable,24.78,12.39,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Yaberarado,Embera Katío,Bosque Estable,6813.83,3406.92,69,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Yaberarado,Embera Katío,Deforestación,16.82,8.41,24,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Yaberarado,Embera Katío,No Bosque Estable,1469.69,734.84,194,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Yaberarado,Embera Katío,Sin Información,63.03,31.52,46,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Zenu Del Volao,Senú/Zenú,Bosque Estable,1.69,0.84,2,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Zenu Del Volao,Senú/Zenú,No Bosque Estable,366.39,183.2,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena de Canime,Senú/Zenú,No Bosque Estable,26.44,13.22,1,shapefile,geometria
2008-2010,2008,2010,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Bosque Estable,6123.61,3061.8,196,shapefile,geometria
2008-2010,2008,2010,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Deforestación,10.85,5.42,21,shapefile,geometria
2008-2010,2008,2010,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),No Bosque Estable,2755.55,1377.78,391,shapefile,geometria
2008-2010,2008,2010,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Sin Información,160.92,80.46,91,shapefile,geometria
2015-2016,2015,2016,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Bosque Estable,2704.78,2704.78,58,shapefile,geometria
2015-2016,2015,2016,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Deforestación,4.73,4.73,4,shapefile,geometria
2015-2016,2015,2016,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,No Bosque Estable,889.5,889.5,114,shapefile,geometria
2015-2016,2015,2016,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Sin Información,1195.76,1195.76,76,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Coribi Bedado,Embera Katío,Bosque Estable,7.63,7.63,4,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Coribi Bedado,Embera Katío,No Bosque Estable,97.7,97.7,1,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena El Mango del Pueblo Senú,Senú/Zenú,No Bosque Estable,53.36,53.36,1,shapefile,geometria
2015-2016,2015,2016,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,Bosque Estable,21.63,21.63,5,shapefile,geometria
2015-2016,2015,2016,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,No Bosque Estable,254.2,254.2,1,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Bosque Estable,17768.02,17768.02,447,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Deforestación,28.31,28.31,14,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,No Bosque Estable,861.68,861.68,299,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Sin Información,23146.82,23146.82,363,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Bosque Estable,4624.36,4624.36,30,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Deforestación,6.36,6.36,4,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,No Bosque Estable,262.35,262.35,46,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Sin Información,439.64,439.64,37,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Bosque Estable,7025.42,7025.42,82,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Deforestación,5.2,5.2,6,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,No Bosque Estable,1531.63,1531.63,154,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Sin Información,120.37,120.37,23,shapefile,geometria
2015-2016,2015,2016,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Bosque Estable,139.82,139.82,4,shapefile,geometria
2015-2016,2015,2016,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,No Bosque Estable,42.33,42.33,4,shapefile,geometria
2015-2016,2015,2016,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Sin Información,3.22,3.22,8,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Bosque Estable,16.69,16.69,5,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Deforestación,5.36,5.36,1,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,No Bosque Estable,305.03,305.03,1,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Drua,Embera,Bosque Estable,1.91,1.91,1,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Drua,Embera,No Bosque Estable,16.16,16.16,1,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Katio de Sever,Embera Katío,Bosque Estable,8367.65,8367.65,41,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Katio de Sever,Embera Katío,Deforestación,6.91,6.91,5,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Katio de Sever,Embera Katío,No Bosque Estable,1183.19,1183.19,68,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Katio de Sever,Embera Katío,Sin Información,645.85,645.85,34,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Bosque Estable,11164.96,11164.96,234,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Deforestación,20.81,20.81,8,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,No Bosque Estable,2121.77,2121.77,367,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Sin Información,4924.34,4924.34,370,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Bosque Estable,9346.91,9346.91,135,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Deforestación,12.05,12.05,7,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Chimurro y Nendo,Embera,No Bosque Estable,1361.47,1361.47,314,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Sin Información,2464.0,2464.0,79,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Bosque Estable,3501.68,3501.68,29,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Deforestación,19.25,19.25,8,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,No Bosque Estable,1193.61,1193.61,112,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Sin Información,32.61,32.61,11,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Dokerazavi,Embera,Bosque Estable,322.21,322.21,38,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Dokerazavi,Embera,Deforestación,0.71,0.71,1,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Dokerazavi,Embera,No Bosque Estable,452.11,452.11,24,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Dokerazavi,Embera,Sin Información,7.89,7.89,3,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de El Salado,Embera,Bosque Estable,10377.94,10377.94,161,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de El Salado,Embera,No Bosque Estable,304.72,304.72,66,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de El Salado,Embera,Sin Información,7405.78,7405.78,205,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Guaguando,Embera,Bosque Estable,7354.81,7354.81,88,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Guaguando,Embera,No Bosque Estable,181.03,181.03,61,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Guaguando,Embera,Sin Información,6456.89,6456.89,95,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Nusido,Embera,Bosque Estable,69.36,69.36,10,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Nusido,Embera,No Bosque Estable,191.57,191.57,3,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Bosque Estable,8.76,8.76,7,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Urada Jiguamiando,Embera,No Bosque Estable,0.18,0.18,3,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Sin Información,2.65,2.65,15,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Bosque Estable,3638.71,3638.71,68,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,No Bosque Estable,165.68,165.68,80,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Sin Información,1188.36,1188.36,124,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Bosque Estable,16588.52,16588.52,144,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Deforestación,21.94,21.94,12,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,No Bosque Estable,464.14,464.14,209,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Sin Información,4577.81,4577.81,251,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera del Rio Jarapeto,Embera,Bosque Estable,4078.96,4078.96,47,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera del Rio Jarapeto,Embera,Deforestación,2.53,2.53,2,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera del Rio Jarapeto,Embera,No Bosque Estable,193.75,193.75,72,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera del Rio Jarapeto,Embera,Sin Información,1308.48,1308.48,55,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Bosque Estable,2711.52,2711.52,15,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Deforestación,4.46,4.46,2,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,No Bosque Estable,307.02,307.02,41,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Sin Información,31.52,31.52,5,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Bosque Estable,8136.41,8136.41,170,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Deforestación,4.5,4.5,3,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,No Bosque Estable,694.7,694.7,204,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Sin Información,9190.01,9190.01,125,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Bosque Estable,19558.04,19558.04,174,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Deforestación,18.39,18.39,7,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,No Bosque Estable,938.15,938.15,322,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Sin Información,2873.59,2873.59,163,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Bosque Estable,28031.36,28031.36,102,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Deforestación,13.04,13.04,8,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,No Bosque Estable,286.88,286.88,130,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Sin Información,3387.25,3387.25,133,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Bosque Estable,432.8,432.8,15,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,125.28,125.28,30,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Sin Información,37.38,37.38,5,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Bosque Estable,84.55,84.55,6,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Deforestación,0.63,0.63,1,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,No Bosque Estable,115.58,115.58,5,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Bosque Estable,5870.61,5870.61,45,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Deforestación,19.16,19.16,14,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,No Bosque Estable,981.44,981.44,152,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Sin Información,73.02,73.02,22,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Bosque Estable,3413.21,3413.21,49,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Deforestación,88.87,88.87,49,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Polines,Embera Katío,No Bosque Estable,607.96,607.96,72,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Sin Información,167.16,167.16,43,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,Bosque Estable,6.91,6.91,7,shapefile,geometria
2015-2016,2015,2016,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,No Bosque Estable,124.74,124.74,2,shapefile,geometria
