codigo_dane,municipio,subregion,periodo,ano_inicio,ano_fin,n_anos,bosque_estable_ha,no_bosque_ha,regeneracion_ha,sin_informacion_ha,deforestacion_ha,area_con_informacion_ha,pct_cobertura_bosque,bosque_estable_previo_ha,periodo_bosque_previo,tasa_perdida_relativa,cambio_neto_ha,fuente,calidad_fuente,estimado
05480,Mutatá,Centro,2018-2019,2018,2019,1,,,,,181.07,,,65656.25,2017-2018,0.2758,181.07,estimado,solo_defo_estimada,True
05480,Mutatá,Centro,2019-2020,2019,2020,1,65934.7,39567.08,,162.28,225.55,105727.33,62.36,65656.25,2017-2018,0.3435,225.55,shapefile,shapefile_geometria,False
05480,Mutatá,Centro,2020-2021,2020,2021,1,65768.36,39797.13,,201.69,122.33,105687.82,62.23,65934.7,2019-2020,0.1855,122.33,shapefile,shapefile_geometria,False
05480,Mutatá,Centro,2021-2022,2021,2022,1,65298.18,39995.57,,316.01,277.9,105571.65,61.85,65768.36,2020-2021,0.4225,277.9,shapefile,shapefile_geometria,False
05480,Mutatá,Centro,2022-2023,2022,2023,1,65512.56,40292.12,,,83.92,105888.61,61.87,65298.18,2021-2022,0.1285,83.92,shapefile,shapefile_geometria,False
05480,Mutatá,Centro,2023-2024,2023,2024,1,,,,,122.98,,,65512.56,2022-2023,0.1877,122.98,estimado,solo_defo_estimada,True
05490,Necoclí,Caribe,2000-2002,2000,2002,2,22055.72,103110.2,,4.58,142.45,125308.38,17.6,,,,142.45,excel,excel_tabla,False
05490,Necoclí,Caribe,2002-2004,2002,2004,2,20885.4,103354.59,,312.85,458.75,124698.74,16.75,22055.72,2000-2002,1.04,458.75,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2004-2006,2004,2006,2,20228.91,104246.12,18.68,13.41,504.34,124998.05,16.18,20885.4,2002-2004,1.2074,485.66,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2006-2008,2006,2008,2,19409.15,105203.69,,1.36,397.39,125010.23,15.53,20228.91,2004-2006,0.9822,397.39,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2008-2010,2008,2010,2,18852.71,105795.64,,132.09,231.62,124879.97,15.1,19409.15,2006-2008,0.5967,231.62,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2010-2012,2010,2012,2,,,,,154.66,,,18852.71,2008-2010,0.4102,154.66,estimado-calibrado-rat,solo_defo_estimada,True
05490,Necoclí,Caribe,2012-2013,2012,2013,1,14974.09,109515.83,,709.91,68.6,124558.52,12.02,18852.71,2008-2010,0.3639,68.6,raster,raster_zonal,False
05490,Necoclí,Caribe,2013-2014,2013,2014,1,14801.14,110230.92,,108.83,118.71,125150.77,11.83,14974.09,2012-2013,0.7928,118.71,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2014-2015,2014,2015,1,14899.98,110066.44,7.47,25.21,6.55,124980.44,11.92,14801.14,2013-2014,0.0442,-0.93,excel,excel_tabla,False
05490,Necoclí,Caribe,2015-2016,2015,2016,1,,,,,110.11,,,14899.98,2014-2015,0.739,110.11,cuencas-calibrado,solo_defo_estimada,True
05490,Necoclí,Caribe,2016-2017,2016,2017,1,14241.75,110720.65,19.66,0.06,32.23,125014.29,11.39,14899.98,2014-2015,0.2163,12.57,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2017-2018,2017,2018,1,17437.92,107530.98,1.22,37.2,6.16,124976.27,13.95,14241.75,2016-2017,0.0432,4.94,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2018-2019,2018,2019,1,,,,,19.12,,,17437.92,2017-2018,0.1096,19.12,estimado,solo_defo_estimada,True
05490,Necoclí,Caribe,2019-2020,2019,2020,1,17262.01,107712.91,,6.45,32.09,125007.01,13.81,17437.92,2017-2018,0.184,32.09,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2020-2021,2020,2021,1,17238.33,107750.0,,0.21,24.91,125013.25,13.79,17262.01,2019-2020,0.1443,24.91,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2021-2022,2021,2022,1,17191.66,107791.58,,6.58,23.93,125007.18,13.75,17238.33,2020-2021,0.1388,23.93,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2022-2023,2022,2023,1,16807.02,108170.92,,0.9,34.68,125012.61,13.44,17191.66,2021-2022,0.2017,34.68,shapefile,shapefile_geometria,False
05490,Necoclí,Caribe,2023-2024,2023,2024,1,,,,,37.6,,,16807.02,2022-2023,0.2237,37.6,estimado,solo_defo_estimada,True
05543,Peque,Nutibara,2000-2002,2000,2002,2,14305.56,29043.09,,2.86,26.19,43374.84,32.98,,,,26.19,excel,excel_tabla,False
05543,Peque,Nutibara,2002-2004,2002,2004,2,14222.48,29080.72,,,52.97,43356.17,32.8,14305.56,2000-2002,0.1851,52.97,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2004-2006,2004,2006,2,14205.31,29137.18,,4.01,9.66,43352.16,32.77,14222.48,2002-2004,0.034,9.66,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2006-2008,2006,2008,2,14189.38,29152.36,,9.3,5.07,43346.81,32.73,14205.31,2004-2006,0.0178,5.07,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2008-2010,2008,2010,2,14212.59,29095.91,,37.81,9.86,43318.36,32.81,14189.38,2006-2008,0.0348,9.86,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2010-2012,2010,2012,2,,,,,52.86,,,14212.59,2008-2010,0.186,52.86,estimado-calibrado-rat,solo_defo_estimada,True
05543,Peque,Nutibara,2012-2013,2012,2013,1,14266.5,28998.62,,79.01,58.1,43323.22,32.93,14212.59,2008-2010,0.4088,58.1,raster,raster_zonal,False
05543,Peque,Nutibara,2013-2014,2013,2014,1,14256.93,29074.49,,31.78,17.66,43349.09,32.89,14266.5,2012-2013,0.1238,17.66,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2014-2015,2014,2015,1,14215.99,29057.14,,45.58,19.13,43292.27,32.84,14256.93,2013-2014,0.1342,19.13,excel,excel_tabla,False
05543,Peque,Nutibara,2015-2016,2015,2016,1,,,,,4.74,,,14215.99,2014-2015,0.0333,4.74,cuencas-calibrado,solo_defo_estimada,True
05543,Peque,Nutibara,2016-2017,2016,2017,1,13893.21,29278.84,,144.81,39.28,43211.32,32.15,14215.99,2014-2015,0.2763,39.28,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2017-2018,2017,2018,1,13328.65,29354.92,,653.23,18.58,42702.15,31.21,13893.21,2016-2017,0.1338,18.58,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2018-2019,2018,2019,1,,,,,28.84,,,13328.65,2017-2018,0.2164,28.84,estimado,solo_defo_estimada,True
05543,Peque,Nutibara,2019-2020,2019,2020,1,13909.81,29406.9,,,39.09,43355.8,32.08,13328.65,2017-2018,0.2933,39.09,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2020-2021,2020,2021,1,13899.2,29446.88,,,9.82,43355.9,32.06,13909.81,2019-2020,0.0706,9.82,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2021-2022,2021,2022,1,13821.29,29530.63,,,3.84,43355.77,31.88,13899.2,2020-2021,0.0277,3.84,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2022-2023,2022,2023,1,13822.3,29529.02,,,4.69,43356.0,31.88,13821.29,2021-2022,0.0339,4.69,shapefile,shapefile_geometria,False
05543,Peque,Nutibara,2023-2024,2023,2024,1,,,,,0.98,,,13822.3,2022-2023,0.0071,0.98,estimado,solo_defo_estimada,True
05659,San Juan de Urabá,Caribe,2000-2002,2000,2002,2,243.83,24871.48,,18.63,,25115.32,0.97,,,,0.0,excel,excel_tabla,False
05659,San Juan de Urabá,Caribe,2002-2004,2002,2004,2,240.2,24839.93,,,2.32,25082.45,0.96,243.83,2000-2002,0.4752,2.32,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2004-2006,2004,2006,2,231.66,24842.81,,,7.98,25082.45,0.92,240.2,2002-2004,1.6612,7.98,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2006-2008,2006,2008,2,231.73,24849.3,,,1.41,25082.45,0.92,231.66,2004-2006,0.3051,1.41,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2008-2010,2008,2010,2,229.95,24852.5,,,,25082.45,0.92,231.73,2006-2008,,0.0,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2010-2012,2010,2012,2,,,,,2.83,,,229.95,2008-2010,0.6154,2.83,estimado-calibrado-rat,solo_defo_estimada,True
05659,San Juan de Urabá,Caribe,2012-2013,2012,2013,1,67.86,25020.89,,10.88,,25088.75,0.27,229.95,2008-2010,,0.0,raster,raster_zonal,False
05659,San Juan de Urabá,Caribe,2013-2014,2013,2014,1,68.22,25058.17,,,,25126.39,0.27,67.86,2012-2013,,0.0,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2014-2015,2014,2015,1,68.09,25012.94,,,,25081.03,0.27,68.22,2013-2014,,0.0,excel,excel_tabla,False
05659,San Juan de Urabá,Caribe,2016-2017,2016,2017,1,67.51,25015.82,,,,25083.33,0.27,68.09,2014-2015,,0.0,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2017-2018,2017,2018,1,581.07,24337.18,1.77,160.6,2.67,24922.7,2.33,67.51,2016-2017,3.959,0.9,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2018-2019,2018,2019,1,,,,,4.17,,,581.07,2017-2018,0.7176,4.17,estimado,solo_defo_estimada,True
05659,San Juan de Urabá,Caribe,2019-2020,2019,2020,1,572.81,24465.71,,39.13,5.67,25044.19,2.29,581.07,2017-2018,0.9762,5.67,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2020-2021,2020,2021,1,572.71,24510.61,,0.12,,25083.32,2.28,572.81,2019-2020,,0.0,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2021-2022,2021,2022,1,569.16,24496.33,,3.48,13.94,25079.43,2.27,572.71,2020-2021,2.4337,13.94,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2022-2023,2022,2023,1,510.9,24563.86,,0.43,8.62,25083.37,2.04,569.16,2021-2022,1.514,8.62,shapefile,shapefile_geometria,False
05659,San Juan de Urabá,Caribe,2023-2024,2023,2024,1,,,,,12.35,,,510.9,2022-2023,2.4173,12.35,estimado,solo_defo_estimada,True
05665,San Pedro de Urabá,Caribe,2000-2002,2000,2002,2,1530.87,55071.13,,,0.79,56602.79,2.7,,,,0.79,excel,excel_tabla,False
05665,San Pedro de Urabá,Caribe,2002-2004,2002,2004,2,1509.08,54992.64,,,14.19,56515.92,2.67,1530.87,2000-2002,0.4635,14.19,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2004-2006,2004,2006,2,1479.7,54999.06,8.96,1.79,26.41,56514.13,2.62,1509.08,2002-2004,0.8752,17.46,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2006-2008,2006,2008,2,1470.54,55037.65,,0.38,7.36,56515.55,2.6,1479.7,2004-2006,0.2487,7.36,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2008-2010,2008,2010,2,1443.83,55045.7,,2.41,23.96,56513.49,2.55,1470.54,2006-2008,0.8146,23.96,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2010-2012,2010,2012,2,,,,,14.96,,,1443.83,2008-2010,0.5181,14.96,estimado-calibrado-rat,solo_defo_estimada,True
05665,San Pedro de Urabá,Caribe,2012-2013,2012,2013,1,1323.99,55076.43,,125.12,5.86,56406.28,2.35,1443.83,2008-2010,0.4056,5.86,raster,raster_zonal,False
05665,San Pedro de Urabá,Caribe,2013-2014,2013,2014,1,1367.17,55184.24,,31.88,8.31,56559.72,2.42,1323.99,2012-2013,0.6275,8.31,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2014-2015,2014,2015,1,1388.28,55094.57,,23.4,,56482.85,2.46,1367.17,2013-2014,,0.0,excel,excel_tabla,False
05665,San Pedro de Urabá,Caribe,2015-2016,2015,2016,1,,,,,27.65,,,1388.28,2014-2015,1.9917,27.65,cuencas-calibrado,solo_defo_estimada,True
05665,San Pedro de Urabá,Caribe,2016-2017,2016,2017,1,1406.95,55092.98,,13.09,2.96,56502.89,2.49,1388.28,2014-2015,0.2132,2.96,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2017-2018,2017,2018,1,2447.76,54056.29,1.11,3.79,6.27,56511.44,4.33,1406.95,2016-2017,0.4455,5.16,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2018-2019,2018,2019,1,,,,,13.44,,,2447.76,2017-2018,0.5491,13.44,estimado,solo_defo_estimada,True
05665,San Pedro de Urabá,Caribe,2019-2020,2019,2020,1,2362.36,54112.75,,19.67,20.62,56495.73,4.18,2447.76,2017-2018,0.8424,20.62,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2020-2021,2020,2021,1,2355.33,54154.07,,,5.97,56515.37,4.17,2362.36,2019-2020,0.2528,5.97,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2021-2022,2021,2022,1,2349.14,54157.46,,,8.85,56515.45,4.16,2355.33,2020-2021,0.3758,8.85,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2022-2023,2022,2023,1,2219.93,54330.97,,,13.55,56564.45,3.92,2349.14,2021-2022,0.5768,13.55,shapefile,shapefile_geometria,False
05665,San Pedro de Urabá,Caribe,2023-2024,2023,2024,1,,,,,17.03,,,2219.93,2022-2023,0.7671,17.03,estimado,solo_defo_estimada,True
05837,Turbo,Centro,2000-2002,2000,2002,2,74841.49,214333.41,,51.32,153.08,289327.97,25.87,,,,153.08,excel,excel_tabla,False
05837,Turbo,Centro,2002-2004,2002,2004,2,72753.04,214497.68,,165.24,1231.42,288482.14,25.22,74841.49,2000-2002,0.8227,1231.42,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2004-2006,2004,2006,2,71695.41,215977.5,2.68,164.35,807.8,288483.39,24.85,72753.04,2002-2004,0.5552,805.12,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2006-2008,2006,2008,2,70633.6,217200.47,,102.35,711.28,288545.35,24.48,71695.41,2004-2006,0.496,711.28,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2008-2010,2008,2010,2,69595.93,217377.54,,950.31,724.5,287697.98,24.19,70633.6,2006-2008,0.5129,724.5,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2010-2012,2010,2012,2,,,,,773.75,,,69595.93,2008-2010,0.5559,773.75,estimado-calibrado-rat,solo_defo_estimada,True
05837,Turbo,Centro,2012-2013,2012,2013,1,65529.46,219715.27,,3306.02,560.35,285805.08,22.93,69595.93,2008-2010,0.8051,560.35,raster,raster_zonal,False
05837,Turbo,Centro,2013-2014,2013,2014,1,64372.97,221809.16,,1923.01,1142.41,287324.54,22.4,65529.46,2012-2013,1.7434,1142.41,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2014-2015,2014,2015,1,64446.85,221367.83,,1050.69,1770.9,287585.57,22.41,64372.97,2013-2014,2.751,1770.9,excel,excel_tabla,False
05837,Turbo,Centro,2015-2016,2015,2016,1,,,,,2744.46,,,64446.85,2014-2015,4.2585,2744.46,cuencas-calibrado,solo_defo_estimada,True
05837,Turbo,Centro,2016-2017,2016,2017,1,61093.44,226104.46,43.59,675.16,734.38,287975.87,21.21,64446.85,2014-2015,1.1395,690.78,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2017-2018,2017,2018,1,58859.78,229452.93,,28.63,311.1,288623.81,20.39,61093.44,2016-2017,0.5092,311.1,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2018-2019,2018,2019,1,,,,,277.18,,,58859.78,2017-2018,0.4709,277.18,estimado,solo_defo_estimada,True
05837,Turbo,Centro,2019-2020,2019,2020,1,57995.41,230404.65,,9.11,243.25,288643.31,20.09,58859.78,2017-2018,0.4133,243.25,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2020-2021,2020,2021,1,57914.51,230660.52,,0.46,76.98,288652.01,20.06,57995.41,2019-2020,0.1327,76.98,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2021-2022,2021,2022,1,57668.9,230760.39,,9.91,212.49,288641.78,19.98,57914.51,2020-2021,0.3669,212.49,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2022-2023,2022,2023,1,56417.28,232090.35,,1.65,143.83,288651.46,19.55,57668.9,2021-2022,0.2494,143.83,shapefile,shapefile_geometria,False
05837,Turbo,Centro,2023-2024,2023,2024,1,,,,,211.29,,,56417.28,2022-2023,0.3745,211.29,estimado,solo_defo_estimada,True
05842,Uramita,Nutibara,2000-2002,2000,2002,2,4638.42,21938.28,,,17.0,26593.7,17.44,,,,17.0,excel,excel_tabla,False
05842,Uramita,Nutibara,2002-2004,2002,2004,2,4602.72,21940.24,,,21.56,26564.52,17.33,4638.42,2000-2002,0.2324,21.56,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2004-2006,2004,2006,2,4592.13,21966.12,,,6.27,26564.52,17.29,4602.72,2002-2004,0.0681,6.27,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2006-2008,2006,2008,2,4576.52,21973.39,,,14.61,26564.52,17.23,4592.13,2004-2006,0.159,14.61,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2008-2010,2008,2010,2,4638.36,21923.54,,,2.62,26564.52,17.46,4576.52,2006-2008,0.0286,2.62,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2010-2012,2010,2012,2,,,,,113.82,,,4638.36,2008-2010,1.2269,113.82,estimado-calibrado-rat,solo_defo_estimada,True
05842,Uramita,Nutibara,2012-2013,2012,2013,1,4555.46,21879.13,,16.08,134.42,26569.0,17.15,4638.36,2008-2010,2.8979,134.42,raster,raster_zonal,False
05842,Uramita,Nutibara,2013-2014,2013,2014,1,4496.43,22032.99,,2.67,59.22,26588.64,16.91,4555.46,2012-2013,1.2999,59.22,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2014-2015,2014,2015,1,4471.86,22045.81,,2.69,36.97,26554.63,16.84,4496.43,2013-2014,0.8221,36.97,excel,excel_tabla,False
05842,Uramita,Nutibara,2015-2016,2015,2016,1,,,,,7.56,,,4471.86,2014-2015,0.1691,7.56,cuencas-calibrado,solo_defo_estimada,True
05842,Uramita,Nutibara,2016-2017,2016,2017,1,4389.69,22135.61,,,39.22,26564.52,16.52,4471.86,2014-2015,0.877,39.22,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2017-2018,2017,2018,1,4362.81,22186.72,6.07,,8.92,26564.52,16.42,4389.69,2016-2017,0.2033,2.86,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2018-2019,2018,2019,1,,,,,11.36,,,4362.81,2017-2018,0.2604,11.36,estimado,solo_defo_estimada,True
05842,Uramita,Nutibara,2019-2020,2019,2020,1,4343.82,22206.9,,,13.8,26564.52,16.35,4362.81,2017-2018,0.3162,13.8,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2020-2021,2020,2021,1,4339.31,22221.28,,,3.93,26564.52,16.33,4343.82,2019-2020,0.0906,3.93,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2021-2022,2021,2022,1,4261.12,22302.56,,,0.84,26564.52,16.04,4339.31,2020-2021,0.0193,0.84,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2022-2023,2022,2023,1,4242.27,22316.09,,,6.16,26564.52,15.97,4261.12,2021-2022,0.1446,6.16,shapefile,shapefile_geometria,False
05842,Uramita,Nutibara,2023-2024,2023,2024,1,,,,,5.87,,,4242.27,2022-2023,0.1384,5.87,estimado,solo_defo_estimada,True
05847,Urrao,Urrao,2000-2002,2000,2002,2,169147.51,77245.36,427.94,7320.0,482.46,247303.26,68.4,,,,54.52,excel,excel_tabla,False
05847,Urrao,Urrao,2002-2004,2002,2004,2,168096.28,77750.99,,8141.87,273.97,246121.24,68.3,169147.51,2000-2002,0.081,273.97,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2004-2006,2004,2006,2,168299.74,78174.69,,7478.39,309.31,246783.74,68.2,168096.28,2002-2004,0.092,309.31,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2006-2008,2006,2008,2,167708.99,78518.3,,7866.9,167.73,246395.01,68.07,168299.74,2004-2006,0.0498,167.73,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2008-2010,2008,2010,2,172128.0,78189.7,,3696.99,247.29,250564.98,68.7,167708.99,2006-2008,0.0737,247.29,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2010-2012,2010,2012,2,,,,,268.19,,,172128.0,2008-2010,0.0779,268.19,estimado-calibrado-rat,solo_defo_estimada,True
05847,Urrao,Urrao,2012-2013,2012,2013,1,173713.4,76379.32,,4219.51,196.14,250288.86,69.41,172128.0,2008-2010,0.1139,196.14,raster,raster_zonal,False
05847,Urrao,Urrao,2013-2014,2013,2014,1,174774.04,76759.85,,2273.12,771.55,252305.44,69.27,173713.4,2012-2013,0.4441,771.55,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2014-2015,2014,2015,1,174166.67,77169.86,,2754.01,119.1,251455.63,69.26,174774.04,2013-2014,0.0681,119.1,excel,excel_tabla,False
05847,Urrao,Urrao,2016-2017,2016,2017,1,162703.85,76365.42,,14536.4,656.33,239725.59,67.87,174166.67,2014-2015,0.3768,656.33,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2017-2018,2017,2018,1,173157.57,77667.46,3.53,3196.67,237.82,251066.39,68.97,162703.85,2016-2017,0.1462,234.29,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2018-2019,2018,2019,1,,,,,244.43,,,173157.57,2017-2018,0.1412,244.43,estimado,solo_defo_estimada,True
05847,Urrao,Urrao,2019-2020,2019,2020,1,172210.75,80159.44,,1641.24,251.04,252621.24,68.17,173157.57,2017-2018,0.145,251.04,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2020-2021,2020,2021,1,171568.4,80576.29,,1910.65,207.36,252352.05,67.99,172210.75,2019-2020,0.1204,207.36,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2021-2022,2021,2022,1,170545.94,80957.83,,2497.02,262.84,251766.62,67.74,171568.4,2020-2021,0.1532,262.84,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2022-2023,2022,2023,1,172329.95,81555.06,,0.23,337.03,254222.04,67.79,170545.94,2021-2022,0.1976,337.03,shapefile,shapefile_geometria,False
05847,Urrao,Urrao,2023-2024,2023,2024,1,,,,,398.75,,,172329.95,2022-2023,0.2314,398.75,estimado,solo_defo_estimada,True
05873,Vigía del Fuerte,Atrato,2000-2002,2000,2002,2,141239.81,16115.37,17.29,8359.19,125.38,157497.86,89.68,,,,108.09,excel,excel_tabla,False
05873,Vigía del Fuerte,Atrato,2002-2004,2002,2004,2,140983.95,15731.94,,8678.61,47.14,156763.02,89.93,141239.81,2000-2002,0.0167,47.14,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2004-2006,2004,2006,2,141486.91,15595.69,,8258.54,101.31,157183.91,90.01,140983.95,2002-2004,0.0359,101.31,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2006-2008,2006,2008,2,141182.64,15646.07,0.85,8603.5,9.27,156838.84,90.02,141486.91,2004-2006,0.0033,8.42,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2008-2010,2008,2010,2,143721.7,15718.95,,5934.82,68.74,159509.38,90.1,141182.64,2006-2008,0.0243,68.74,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2010-2012,2010,2012,2,,,,,49.88,,,143721.7,2008-2010,0.0174,49.88,estimado-calibrado-rat,solo_defo_estimada,True
05873,Vigía del Fuerte,Atrato,2012-2013,2012,2013,1,140158.49,19010.56,,6559.61,25.1,159194.15,88.04,143721.7,2008-2010,0.0175,25.1,raster,raster_zonal,False
05873,Vigía del Fuerte,Atrato,2013-2014,2013,2014,1,144386.94,21086.0,,232.56,75.51,165548.45,87.22,140158.49,2012-2013,0.0539,75.51,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2014-2015,2014,2015,1,138396.08,20899.07,,6126.77,14.86,159310.0,86.87,144386.94,2013-2014,0.0103,14.86,excel,excel_tabla,False
05873,Vigía del Fuerte,Atrato,2015-2016,2015,2016,1,,,,,62.82,,,138396.08,2014-2015,0.0454,62.82,estimado,solo_defo_estimada,True
05873,Vigía del Fuerte,Atrato,2016-2017,2016,2017,1,111916.85,19781.51,,33634.91,110.78,131809.14,84.91,138396.08,2014-2015,0.08,110.78,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2017-2018,2017,2018,1,143129.6,20850.24,3.46,1393.32,67.82,164051.13,87.25,111916.85,2016-2017,0.0606,64.36,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2018-2019,2018,2019,1,,,,,78.13,,,143129.6,2017-2018,0.0546,78.13,estimado,solo_defo_estimada,True
05873,Vigía del Fuerte,Atrato,2019-2020,2019,2020,1,140168.18,21196.98,,3991.04,88.44,161453.6,86.82,143129.6,2017-2018,0.0618,88.44,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2020-2021,2020,2021,1,139456.83,21305.51,,4582.73,99.23,160861.57,86.69,140168.18,2019-2020,0.0708,99.23,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2021-2022,2021,2022,1,136033.37,21482.92,,7822.65,105.2,157621.5,86.3,139456.83,2020-2021,0.0754,105.2,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2022-2023,2022,2023,1,143753.82,21656.44,,0.88,33.06,165443.32,86.89,136033.37,2021-2022,0.0243,33.06,shapefile,shapefile_geometria,False
05873,Vigía del Fuerte,Atrato,2023-2024,2023,2024,1,,,,,12.99,,,143753.82,2022-2023,0.009,12.99,estimado,solo_defo_estimada,True
